Latitude,Longitude
25.017953833333333,121.54173166666666
25.017952,121.54172716666666
25.017948166666667,121.54171983333333
25.017949833333333,121.54172166666666
25.017950833333334,121.54172233333334
25.017954166666666,121.54172866666667
25.017956166666668,121.54173083333333
25.017959333333334,121.54172966666667
25.017959166666667,121.54173716666666
25.0179575,121.54173333333334
25.017957666666668,121.54173166666666
25.017958666666665,121.54174116666667
25.017958833333335,121.541744
25.0179625,121.54174883333333
25.0179645,121.54174916666666
25.017967,121.541749
25.017966333333334,121.5417515
25.0179655,121.54175583333334
25.017962833333332,121.5417625
25.017961833333334,121.54176666666666
25.0179595,121.54177066666666
25.017958166666666,121.541777
25.017959666666666,121.5417815
25.0179515,121.541786
25.017942166666668,121.54178716666667
25.017940333333332,121.541791
25.017939833333333,121.54179766666667
25.0179385,121.5418035
25.017936666666667,121.54180283333334
25.017936166666665,121.54180733333334
25.017935333333334,121.54180983333333
25.017934,121.5418155
25.017934333333333,121.54182033333333
25.017932833333333,121.54182466666667
25.017931833333332,121.54183083333334
25.017933833333334,121.5418375
25.0179365,121.54184383333333
25.017938833333332,121.54184966666666
25.017941166666667,121.54185616666666
25.017940666666668,121.54186166666666
25.0179405,121.54186716666666
25.017941,121.5418725
25.017941333333333,121.541879
25.017942666666666,121.54188516666666
25.017945333333333,121.5418935
25.0179485,121.54190316666667
25.017949,121.54191283333333
25.017950166666665,121.54191933333334
25.017949833333333,121.541925
25.0179505,121.54192966666666
25.017949166666668,121.54193533333333
25.01794883333333,121.5419415
25.0179495,121.54194733333334
25.017949333333334,121.54195366666667
25.017950166666665,121.54195866666667
25.017950166666665,121.541964
25.017949666666667,121.54196983333334
25.0179505,121.54197566666667
25.017949333333334,121.54198266666667
25.017949,121.54198866666667
25.017950166666665,121.54199516666667
25.017949666666667,121.54200216666666
25.017949666666667,121.542008
25.01795,121.54201316666666
25.017949333333334,121.54201833333333
25.0179485,121.5420245
25.017950833333334,121.54203016666666
25.017951166666666,121.54203766666667
25.0179535,121.5420435
25.017954666666668,121.54205066666667
25.017956333333334,121.54205583333334
25.017955833333332,121.54206083333334
25.017953833333333,121.54206666666667
25.017951,121.54207366666667
25.0179495,121.5420805
25.017952333333334,121.5420865
25.017948,121.542089
25.017949333333334,121.54209333333333
25.017948166666667,121.542101
25.017944,121.54210533333334
25.017943333333335,121.54211316666667
25.017942166666668,121.542122
25.017941333333333,121.542129
25.017941166666667,121.54213683333333
25.017941666666665,121.54214366666666
25.017942,121.54215016666667
25.017942833333333,121.54215316666667
25.017945,121.5421555
25.017946833333333,121.54215416666666
25.017946,121.54215683333334
25.017945,121.54216166666667
25.017945666666666,121.54216266666667
25.0179445,121.542162
