Acceleration(X),Acceleration(Y),Acceleration(Z),Gyroscope(X),Gyroscope(Y),Gyroscope(Z),Euler_Angles(Pitch),Euler_Angles(Roll),Euler_Angles(Yaw),Magnetometer(X),Magnetometer(Y),Magnetometer(Z)
-0.005,0.105,0.994,0.055,-0.125,-0.02,0.21,5.99,-6.11,52,-44,-8
-0.005,0.102,0.991,-0.004,-0.017,0.025,0.21,5.99,-6.11,52,-44,-7
-0.003,0.104,0.995,0.012,0.043,0.01,0.21,5.99,-6.11,52,-44,-8
-0.005,0.104,0.995,0.025,-0.094,-0.005,0.21,5.99,-6.11,52,-44,-7
-0.004,0.102,0.991,0.01,-0.079,-0.005,0.21,5.99,-6.11,52,-44,-8
-0.003,0.102,0.993,-0.096,0.015,0.025,0.21,5.99,-6.11,52,-44,-8
-0.003,0.104,0.994,0.041,-0.034,-0.02,0.21,5.99,-6.11,52,-44,-8
-0.002,0.104,0.993,-0.005,-0.048,-0.02,0.21,5.99,-6.11,52,-44,-8
-0.002,0.103,0.994,-0.02,-0.063,-0.005,0.21,5.99,-6.11,52,-44,-7
-0.006,0.104,0.993,0.058,0.058,-0.006,0.21,5.99,-6.11,52,-44,-8
-0.005,0.103,0.991,-0.004,-0.017,0.056,0.21,5.99,-6.11,52,-44,-8
-0.005,0.107,0.995,0.024,-0.125,0.026,0.21,5.99,-6.11,52,-44,-8
-0.001,0.105,0.991,0.055,-0.095,-0.005,0.21,5.99,-6.11,52,-44,-8
-0.002,0.102,0.992,0.01,-0.064,-0.036,0.21,5.99,-6.11,52,-44,-8
-0.005,0.104,0.993,-0.005,-0.033,0.01,0.21,5.99,-6.11,52,-44,-8
-0.004,0.103,0.991,-0.005,-0.033,0.025,0.21,5.99,-6.11,52,-44,-8
-0.003,0.106,0.994,0.055,-0.095,-0.02,0.21,5.99,-6.11,52,-44,-8
-0.004,0.104,0.994,-0.02,-0.032,0.025,0.21,5.99,-6.11,52,-44,-8
-0.006,0.103,0.993,0.025,-0.094,-0.005,0.21,5.99,-6.11,52,-44,-8
-0.004,0.104,0.994,0.026,-0.003,0.01,0.21,5.99,-6.11,52,-44,-8
-0.003,0.103,0.993,0.116,-0.157,-0.005,0.21,6.0,-6.11,52,-44,-8
-0.005,0.105,0.992,0.04,-0.094,0.026,0.21,6.0,-6.11,52,-44,-8
-0.004,0.103,0.994,0.026,-0.018,-0.051,0.21,6.0,-6.11,52,-44,-8
-0.004,0.103,0.992,-0.02,-0.017,-0.005,0.21,6.0,-6.11,52,-43,-8
-0.002,0.105,0.992,0.041,-0.018,-0.005,0.21,6.0,-6.11,52,-44,-8
-0.001,0.106,0.995,-0.002,0.135,0.025,0.21,6.0,-6.11,52,-44,-8
-0.004,0.103,0.994,-0.037,-0.124,0.01,0.21,6.0,-6.11,52,-44,-8
-0.005,0.106,0.996,-0.05,0.014,-0.021,0.21,6.0,-6.11,52,-44,-8
-0.003,0.105,0.991,-0.003,0.059,-0.036,0.21,6.0,-6.11,52,-44,-8
-0.002,0.103,0.993,0.01,-0.094,-0.051,0.21,6.0,-6.11,52,-44,-8
-0.003,0.106,0.992,-0.004,0.028,0.04,0.21,6.0,-6.11,52,-44,-8
-0.002,0.103,0.994,-0.004,-0.017,0.041,0.21,6.0,-6.11,52,-44,-8
-0.002,0.105,0.994,0.041,-0.064,0.071,0.21,6.0,-6.11,52,-44,-8
-0.004,0.104,0.992,0.011,0.013,0.01,0.21,6.0,-6.11,52,-44,-8
-0.004,0.102,0.993,0.041,-0.049,0.025,0.21,6.0,-6.11,52,-44,-8
-0.003,0.103,0.994,0.011,-0.033,-0.051,0.21,6.0,-6.11,52,-44,-8
-0.005,0.104,0.995,0.01,-0.064,-0.005,0.21,6.0,-6.11,52,-44,-8
-0.0,0.1,0.991,0.105,0.134,0.086,0.21,6.0,-6.11,52,-44,-8
-0.001,0.104,0.992,0.183,0.27,0.024,0.21,5.99,-6.11,52,-44,-8
0.001,0.111,0.993,0.423,0.197,0.101,0.21,6.0,-6.11,52,-44,-8
0.0,0.104,0.999,0.285,0.185,0.177,0.21,6.0,-6.11,52,-44,-8
-0.006,0.105,0.993,0.123,0.568,0.053,0.21,6.0,-6.11,52,-44,-8
-0.002,0.1,0.985,-0.092,0.481,0.13,0.21,6.0,-6.11,52,-44,-8
-0.01,0.105,0.997,0.211,0.323,0.085,0.21,5.99,-6.11,52,-44,-8
-0.003,0.103,0.987,0.159,-0.104,0.056,0.21,5.99,-6.11,52,-44,-8
-0.002,0.101,0.993,0.248,-0.243,0.041,0.21,5.99,-6.11,52,-44,-8
-0.005,0.107,0.993,0.144,-0.074,-0.051,0.21,6.0,-6.11,51,-44,-8
-0.004,0.107,1.0,0.034,-0.27,-0.005,0.21,6.0,-6.11,52,-44,-8
-0.003,0.104,0.993,-0.146,-0.054,-0.006,0.21,6.0,-6.11,51,-43,-8
-0.004,0.102,0.988,-0.036,0.113,0.024,0.21,5.99,-6.11,52,-44,-8
-0.004,0.105,0.993,0.099,-0.042,0.04,0.21,5.99,-6.11,52,-44,-8
-0.005,0.102,0.997,0.207,0.078,0.04,0.22,6.0,-6.11,52,-44,-8
-0.003,0.096,0.993,0.238,0.109,0.101,0.22,6.0,-6.11,52,-44,-8
-0.006,0.103,0.993,0.284,0.123,0.07,0.22,6.0,-6.11,52,-44,-8
-0.005,0.112,1.007,0.449,-0.094,-0.005,0.22,6.0,-6.11,52,-44,-8
0.006,0.111,1.008,-0.503,-0.415,-0.05,0.22,6.01,-6.11,52,-44,-8
-0.001,0.084,0.971,-0.786,0.033,-0.037,0.22,6.01,-6.11,52,-44,-8
-0.009,0.092,0.979,0.198,0.476,0.038,0.22,6.0,-6.11,52,-44,-8
-0.0,0.118,1.01,0.583,-0.34,0.026,0.22,6.0,-6.11,52,-44,-8
-0.004,0.11,1.013,0.451,-0.002,0.04,0.22,6.01,-6.11,52,-44,-8
-0.005,0.102,0.979,-0.278,0.284,0.008,0.22,6.01,-6.11,52,-44,-8
-0.007,0.101,0.986,-0.31,0.193,0.024,0.22,6.01,-6.11,52,-44,-8
-0.003,0.105,0.994,0.16,-0.028,0.056,0.22,6.01,-6.11,52,-44,-8
-0.001,0.108,0.996,0.284,0.123,0.131,0.22,6.01,-6.11,52,-44,-8
-0.004,0.107,0.991,0.082,-0.118,0.041,0.23,6.01,-6.11,52,-44,-8
-0.004,0.102,0.991,-0.084,-0.009,0.025,0.22,6.01,-6.11,52,-44,-8
-0.005,0.101,0.996,0.069,0.004,0.04,0.22,6.01,-6.11,52,-44,-8
0.002,0.111,0.997,-0.026,-0.162,0.025,0.23,6.02,-6.11,52,-44,-8
-0.002,0.106,0.991,-0.255,-0.159,0.025,0.23,6.01,-6.11,52,-44,-8
-0.005,0.102,0.993,-0.193,-0.16,0.01,0.23,6.01,-6.11,52,-44,-8
-0.008,0.106,1.003,-0.469,-0.201,0.102,0.23,6.02,-6.11,52,-44,-8
-0.002,0.109,1.003,-0.945,-0.377,0.041,0.23,6.02,-6.11,52,-44,-8
-0.004,0.105,0.994,-1.285,-0.585,0.057,0.22,6.01,-6.11,52,-44,-8
-0.001,0.111,1.007,-1.492,-1.164,-0.215,0.22,5.99,-6.11,52,-44,-8
-0.02,0.106,0.999,-1.514,-1.592,-0.366,0.19,5.98,-6.11,52,-43,-8
-0.007,0.094,0.991,-1.401,-1.181,-0.337,0.17,5.96,-6.12,52,-44,-8
0.002,0.097,0.987,-0.819,-1.113,-0.307,0.17,5.95,-6.12,52,-44,-8
-0.002,0.102,0.991,-0.63,-0.734,-0.232,0.16,5.94,-6.12,52,-44,-8
-0.006,0.101,0.993,-0.384,-0.616,-0.141,0.16,5.94,-6.12,52,-44,-8
0.001,0.099,0.991,-0.168,-0.497,-0.111,0.15,5.94,-6.12,52,-44,-8
-0.004,0.101,0.997,-0.088,-0.238,-0.127,0.15,5.94,-6.12,52,-44,-8
-0.003,0.106,0.993,-0.306,-0.495,-0.202,0.15,5.94,-6.12,52,-44,-8
-0.003,0.104,1.004,-0.49,-0.584,-0.202,0.14,5.94,-6.13,52,-44,-8
-0.001,0.109,1.008,-0.86,-0.792,-0.339,0.14,5.93,-6.13,52,-44,-8
-0.001,0.116,1.017,-1.631,-1.254,-0.46,0.13,5.93,-6.13,52,-44,-8
0.004,0.11,1.02,-2.995,-1.554,-0.55,0.11,5.9,-6.14,51,-44,-8
0.006,0.104,1.021,-4.486,-1.148,-0.4,0.1,5.87,-6.14,52,-44,-8
0.008,0.1,1.009,-5.805,-0.5,-0.082,0.08,5.81,-6.15,51,-44,-8
0.0,0.097,0.988,-6.42,0.183,0.19,0.08,5.75,-6.14,51,-44,-8
0.003,0.08,0.988,-6.025,0.057,0.741,0.09,5.69,-6.14,52,-44,-8
0.001,0.101,0.976,-5.599,-0.044,0.283,0.09,5.64,-6.13,52,-44,-8
-0.007,0.095,1.023,-5.651,1.501,0.551,0.09,5.58,-6.13,51,-44,-8
-0.01,0.093,0.997,-5.625,0.264,0.587,0.1,5.54,-6.12,52,-44,-8
-0.008,0.104,1.014,-6.124,-0.354,0.697,0.1,5.48,-6.12,52,-44,-8
-0.013,0.105,1.03,-6.903,-0.389,0.391,0.1,5.41,-6.11,52,-43,-8
-0.014,0.117,1.061,-9.121,-0.586,-0.22,0.09,5.33,-6.11,52,-44,-8
0.004,0.119,1.075,-12.213,-1.028,-0.525,0.09,5.22,-6.12,52,-44,-8
0.026,0.128,1.06,-15.549,-0.396,-0.514,0.08,5.07,-6.12,52,-43,-9
0.005,0.1,1.048,-19.09,-0.237,-1.234,0.08,4.89,-6.13,52,-44,-8
-0.003,0.094,1.034,-19.233,1.343,-0.278,0.09,4.7,-6.14,52,-43,-8
-0.005,0.089,0.999,-20.536,2.05,-0.312,0.1,4.5,-6.14,52,-44,-8
-0.007,0.079,0.986,-20.813,1.917,-0.357,0.12,4.3,-6.14,52,-44,-8
-0.001,0.068,0.995,-20.689,1.045,-0.292,0.14,4.09,-6.15,52,-43,-8
-0.017,0.06,1.012,-21.039,0.15,-0.09,0.14,3.88,-6.15,52,-43,-8
0.011,0.077,1.035,-21.869,-1.12,-0.177,0.14,3.66,-6.15,52,-43,-8
0.014,0.063,1.036,-22.557,0.773,0.64,0.14,3.44,-6.14,52,-43,-8
0.012,0.068,1.023,-23.081,1.471,1.203,0.14,3.21,-6.13,52,-42,-8
0.013,0.063,1.004,-24.524,2.03,1.643,0.15,2.98,-6.12,52,-42,-8
0.002,0.056,1.012,-24.685,2.476,1.932,0.17,2.73,-6.1,52,-42,-8
-0.01,0.039,0.991,-24.821,2.571,2.008,0.2,2.49,-6.08,52,-42,-8
-0.015,0.026,0.98,-25.026,2.145,1.673,0.22,2.24,-6.06,52,-42,-8
-0.005,0.03,0.982,-25.244,0.894,1.143,0.25,1.99,-6.04,52,-42,-8
-0.024,0.031,0.984,-24.692,0.043,0.597,0.26,1.74,-6.04,52,-42,-8
-0.01,0.035,1.004,-24.256,-1.401,0.298,0.25,1.5,-6.03,52,-42,-8
-0.007,0.041,0.999,-23.816,-1.544,0.558,0.24,1.26,-6.03,52,-42,-8
0.004,0.031,0.975,-22.909,-1.19,1.0,0.23,1.04,-6.02,52,-42,-8
-0.005,0.016,0.959,-21.35,-0.19,1.134,0.22,0.82,-6.0,52,-42,-8
0.002,-0.002,0.946,-20.445,0.101,1.164,0.22,0.61,-5.99,52,-41,-8
-0.005,-0.015,0.937,-19.52,-0.388,0.83,0.22,0.41,-5.98,52,-41,-8
-0.005,-0.027,0.97,-17.637,-1.091,0.467,0.21,0.23,-5.97,52,-41,-8
-0.02,-0.028,0.999,-16.553,-2.086,0.334,0.2,0.04,-5.97,52,-41,-9
-0.023,-0.012,1.033,-16.37,-3.068,-0.044,0.18,-0.13,-5.97,52,-41,-8
-0.01,0.016,1.037,-16.85,-3.475,-0.425,0.14,-0.3,-5.97,52,-41,-8
0.0,0.021,1.034,-17.48,-2.792,-0.29,0.11,-0.47,-5.97,52,-40,-8
0.016,0.014,1.013,-18.581,-1.858,-0.096,0.08,-0.65,-5.97,52,-41,-8
0.024,-0.011,0.995,-18.993,0.118,-0.104,0.07,-0.83,-5.98,52,-41,-8
0.003,-0.027,1.005,-19.466,1.119,0.013,0.07,-1.02,-5.98,52,-41,-8
0.004,-0.02,0.982,-20.09,1.298,0.333,0.08,-1.22,-5.97,52,-40,-8
-0.003,-0.027,1.001,-19.293,1.423,0.425,0.09,-1.41,-5.97,52,-40,-8
-0.009,-0.03,1.002,-19.17,0.552,0.597,0.1,-1.6,-5.96,52,-41,-8
-0.018,-0.004,1.04,-19.686,-0.235,0.523,0.11,-1.79,-5.96,52,-41,-8
-0.008,-0.01,1.032,-20.559,-1.336,0.344,0.1,-2.0,-5.95,52,-40,-8
-0.013,0.003,0.976,-20.618,-0.251,0.523,0.1,-2.19,-5.95,52,-40,-8
-0.005,-0.055,1.005,-20.111,-0.076,0.416,0.1,-2.41,-5.94,52,-40,-8
0.004,-0.059,0.907,-19.637,0.971,0.579,0.1,-2.61,-5.94,52,-40,-9
0.021,-0.053,0.891,-17.515,0.864,1.161,0.11,-2.79,-5.93,52,-40,-8
0.032,-0.104,0.905,-12.985,2.402,2.272,0.13,-2.94,-5.91,52,-39,-8
0.025,-0.098,0.914,-10.014,1.899,2.703,0.16,-3.05,-5.88,52,-39,-8
0.011,-0.091,0.923,-8.223,1.186,3.073,0.17,-3.14,-5.85,52,-39,-8
-0.001,-0.087,0.952,-4.366,0.745,3.245,0.18,-3.2,-5.82,52,-39,-8
-0.016,-0.068,0.931,-0.801,0.111,3.707,0.19,-3.22,-5.79,52,-39,-8
-0.006,-0.056,0.895,1.644,0.196,3.983,0.19,-3.21,-5.75,52,-39,-8
0.013,-0.076,0.903,5.091,-0.118,3.863,0.19,-3.17,-5.71,52,-40,-8
0.023,-0.09,0.885,8.906,0.618,4.304,0.2,-3.1,-5.67,52,-39,-8
0.008,-0.092,0.883,12.592,0.9,5.099,0.21,-2.99,-5.62,52,-39,-8
-0.062,-0.071,0.985,16.308,2.167,4.316,0.23,-2.84,-5.57,52,-39,-8
-0.071,-0.034,1.049,16.395,-0.169,1.269,0.28,-2.67,-5.55,52,-39,-8
-0.057,-0.024,1.073,14.036,-1.574,-0.101,0.27,-2.52,-5.54,51,-40,-8
0.026,-0.005,1.054,13.815,-4.016,-0.626,0.25,-2.37,-5.55,52,-40,-8
0.066,-0.031,1.039,12.004,-3.525,0.456,0.21,-2.24,-5.55,52,-40,-8
0.041,-0.017,1.066,9.99,-2.386,2.208,0.18,-2.13,-5.54,52,-40,-8
0.017,-0.015,1.0,9.395,0.577,3.693,0.18,-2.04,-5.5,52,-40,-8
0.005,-0.032,0.932,9.565,1.739,4.575,0.18,-1.94,-5.46,52,-40,-8
0.021,-0.064,0.877,11.456,3.451,4.675,0.21,-1.83,-5.42,52,-40,-8
0.039,-0.088,0.835,13.319,1.517,5.601,0.24,-1.7,-5.36,52,-40,-9
0.026,-0.06,0.859,17.988,-0.779,6.865,0.24,-1.54,-5.3,52,-40,-9
-0.018,-0.019,0.955,23.063,-3.42,7.719,0.22,-1.33,-5.23,52,-40,-8
-0.037,0.02,1.042,26.057,-6.344,6.433,0.19,-1.07,-5.16,52,-41,-9
-0.044,0.01,1.099,25.858,-8.343,6.09,0.12,-0.81,-5.1,52,-41,-9
-0.054,0.045,1.069,23.208,-7.878,5.201,0.04,-0.56,-5.04,52,-41,-8
-0.04,0.052,1.078,19.845,-7.084,3.561,-0.03,-0.35,-5.0,52,-41,-8
-0.027,0.024,1.113,15.638,-7.484,1.895,-0.11,-0.18,-4.97,51,-41,-8
0.001,-0.049,1.126,11.431,-6.966,0.608,-0.18,-0.05,-4.96,51,-41,-8
0.016,-0.006,1.137,7.137,-4.157,-0.811,-0.23,0.04,-4.97,51,-41,-9
0.049,0.008,1.113,0.277,-5.224,-0.412,-0.28,0.07,-4.97,51,-41,-9
0.035,0.053,1.043,-1.368,-2.968,-0.299,-0.37,0.12,-4.97,51,-41,-9
0.012,0.048,1.008,-2.677,-0.727,1.051,-0.38,0.1,-4.97,51,-41,-9
0.017,0.034,1.062,-4.953,-2.628,1.776,-0.42,0.08,-4.95,51,-41,-9
0.011,0.023,1.077,-6.892,-0.658,1.783,-0.43,0.02,-4.94,51,-42,-9
0.019,0.004,1.046,-9.8,-0.976,2.44,-0.44,-0.07,-4.92,51,-41,-9
0.021,0.015,1.022,-10.805,0.204,3.321,-0.44,-0.18,-4.89,51,-41,-9
0.009,-0.002,0.995,-11.957,0.757,3.334,-0.44,-0.28,-4.85,51,-41,-9
0.014,-0.023,0.947,-11.444,0.4,3.794,-0.44,-0.4,-4.82,51,-41,-9
0.03,-0.012,0.949,-9.992,0.426,4.406,-0.44,-0.51,-4.78,52,-41,-8
0.031,-0.017,0.944,-8.372,0.51,4.941,-0.43,-0.6,-4.73,51,-41,-8
0.021,-0.021,0.96,-6.469,1.048,5.55,-0.42,-0.67,-4.68,52,-41,-8
0.038,-0.027,0.924,-5.128,0.894,6.499,-0.44,-0.73,-4.62,52,-41,-9
0.027,-0.03,0.944,-1.69,1.96,7.626,-0.42,-0.77,-4.55,52,-41,-9
0.024,-0.036,0.916,0.547,1.409,8.394,-0.4,-0.77,-4.46,52,-41,-9
0.019,-0.03,0.937,2.627,0.662,9.1,-0.39,-0.75,-4.38,51,-41,-9
0.014,-0.018,0.937,6.269,1.083,10.017,-0.38,-0.7,-4.28,51,-41,-9
-0.005,-0.011,0.953,8.72,0.558,10.631,-0.37,-0.62,-4.17,52,-41,-9
-0.018,-0.01,0.966,9.995,1.026,10.431,-0.36,-0.53,-4.07,51,-41,-9
-0.01,-0.014,1.004,10.68,0.86,9.821,-0.34,-0.43,-3.97,51,-41,-9
-0.003,-0.01,1.005,11.008,1.309,8.948,-0.31,-0.32,-3.87,51,-42,-9
0.014,-0.013,1.015,11.102,1.399,8.932,-0.3,-0.21,-3.78,51,-41,-9
0.015,-0.008,0.979,10.445,1.396,9.283,-0.29,-0.12,-3.69,51,-42,-9
-0.003,-0.007,0.992,11.64,1.666,9.13,-0.28,-0.02,-3.6,51,-42,-9
-0.012,0.001,1.008,12.28,0.54,8.707,-0.26,0.1,-3.51,51,-42,-9
-0.032,0.006,1.047,10.938,-0.251,8.114,-0.26,0.22,-3.43,51,-42,-9
-0.051,0.035,1.091,8.039,-0.119,6.981,-0.26,0.31,-3.35,51,-43,-9
-0.008,0.048,1.125,4.865,0.073,4.871,-0.26,0.37,-3.29,51,-43,-8
0.007,0.022,1.076,1.394,0.843,4.408,-0.26,0.4,-3.25,52,-43,-9
0.027,0.013,1.015,-0.696,2.974,5.651,-0.24,0.4,-3.2,52,-43,-9
0.028,-0.005,0.973,-1.793,4.14,6.486,-0.22,0.38,-3.14,51,-43,-9
0.017,0.001,0.955,-1.269,4.402,5.614,-0.18,0.36,-3.08,51,-42,-8
0.022,-0.004,0.976,-1.254,2.43,5.057,-0.16,0.35,-3.02,51,-43,-8
0.004,0.019,1.014,-0.831,1.187,5.292,-0.16,0.34,-2.97,51,-43,-9
-0.009,0.028,1.028,-0.683,-0.063,6.107,-0.14,0.34,-2.91,52,-43,-9
-0.005,0.022,1.035,-1.495,-1.209,6.524,-0.15,0.34,-2.85,52,-43,-9
-0.003,0.011,1.065,-3.374,-1.213,5.958,-0.16,0.31,-2.79,52,-43,-9
0.001,0.004,1.078,-5.974,-1.466,5.21,-0.18,0.26,-2.73,52,-43,-9
0.002,0.018,1.067,-8.036,-1.418,5.377,-0.19,0.19,-2.68,51,-43,-9
-0.0,0.012,1.037,-9.091,-1.491,5.743,-0.2,0.1,-2.63,52,-43,-9
0.022,-0.007,0.969,-9.043,-3.275,6.637,-0.24,0.0,-2.56,51,-43,-9
0.018,-0.006,0.945,-6.101,-3.685,7.144,-0.28,-0.07,-2.49,52,-43,-9
0.004,-0.003,0.926,-3.538,-3.844,7.834,-0.31,-0.12,-2.42,51,-43,-8
0.005,-0.004,0.936,-1.847,-6.131,7.599,-0.36,-0.14,-2.34,51,-43,-9
-0.009,0.0,0.979,-2.454,-7.833,7.362,-0.43,-0.16,-2.27,51,-43,-8
-0.019,0.014,1.035,-3.982,-9.797,6.865,-0.5,-0.18,-2.2,51,-43,-8
-0.012,0.013,1.086,-4.35,-10.881,5.525,-0.6,-0.22,-2.14,51,-43,-9
-0.006,0.027,1.115,-5.55,-11.429,5.114,-0.72,-0.27,-2.08,51,-43,-9
-0.008,0.027,1.097,-7.157,-10.671,5.248,-0.83,-0.34,-2.03,51,-43,-9
-0.003,0.021,1.011,-7.926,-11.007,5.876,-0.93,-0.42,-1.98,50,-43,-9
0.006,0.003,0.951,-5.141,-11.645,6.139,-1.04,-0.47,-1.92,51,-43,-9
0.006,0.01,0.921,-0.129,-10.548,6.014,-1.15,-0.49,-1.86,51,-43,-9
0.011,0.027,0.929,1.947,-12.632,4.709,-1.27,-0.48,-1.8,51,-43,-9
0.032,0.002,0.984,0.688,-16.943,2.878,-1.42,-0.46,-1.77,50,-43,-9
0.01,0.01,1.034,-5.031,-19.267,2.641,-1.61,-0.48,-1.74,50,-43,-9
0.002,0.004,1.057,-9.173,-20.395,2.354,-1.81,-0.56,-1.72,50,-43,-9
0.009,0.0,1.082,-8.015,-20.628,2.004,-2.01,-0.65,-1.7,50,-43,-10
0.018,0.0,1.08,-6.426,-20.575,2.462,-2.22,-0.72,-1.68,50,-43,-9
0.017,0.014,1.043,-4.978,-18.854,2.868,-2.42,-0.78,-1.66,50,-43,-10
0.024,0.001,1.026,-3.904,-17.545,2.267,-2.59,-0.82,-1.63,49,-43,-10
0.047,-0.01,1.01,-4.161,-18.356,1.14,-2.77,-0.85,-1.62,50,-43,-10
0.04,0.003,1.042,-5.109,-17.493,-0.316,-2.94,-0.89,-1.62,49,-43,-10
