Acceleration(X),Acceleration(Y),Acceleration(Z),Gyroscope(X),Gyroscope(Y),Gyroscope(Z),Euler_Angles(Pitch),Euler_Angles(Roll),Euler_Angles(Yaw),Magnetometer(X),Magnetometer(Y),Magnetometer(Z)
-0.028,-0.006,1.005,3.073,-1.539,-1.631,1.37,-1.01,171.86,-10,-45,-6
-0.026,-0.001,1.009,3.372,-0.978,-1.511,1.36,-0.97,171.85,-10,-45,-6
-0.027,0.0,1.011,3.458,-0.352,-1.346,1.36,-0.93,171.83,-10,-45,-6
-0.027,-0.0,1.004,3.297,0.125,-0.935,1.36,-0.88,171.82,-10,-45,-6
-0.024,0.002,0.993,3.228,0.571,-0.525,1.37,-0.83,171.81,-10,-45,-6
-0.024,0.006,0.991,3.154,0.757,-0.174,1.38,-0.79,171.81,-10,-45,-6
-0.026,0.003,0.994,2.974,0.961,0.329,1.38,-0.75,171.81,-10,-45,-6
-0.025,0.007,0.999,2.454,0.956,0.895,1.4,-0.71,171.82,-10,-45,-6
-0.024,0.011,1.003,1.629,0.971,1.246,1.41,-0.67,171.83,-10,-45,-7
-0.026,0.014,1.01,0.731,1.139,1.688,1.41,-0.64,171.84,-10,-45,-6
-0.032,0.006,1.014,-0.248,1.079,1.887,1.43,-0.63,171.86,-11,-45,-6
-0.035,-0.004,1.017,-1.118,1.125,2.192,1.44,-0.63,171.88,-10,-45,-6
-0.039,-0.003,1.012,-1.927,1.154,2.512,1.46,-0.64,171.91,-10,-45,-6
-0.017,-0.027,1.001,-2.325,1.101,2.818,1.48,-0.66,171.93,-11,-45,-6
-0.028,-0.021,0.991,-2.744,0.699,3.721,1.48,-0.71,171.97,-11,-45,-6
-0.026,-0.012,0.989,-2.576,0.701,4.638,1.49,-0.73,172.01,-10,-45,-6
-0.025,0.006,0.986,-2.14,0.298,4.839,1.49,-0.75,172.06,-10,-45,-6
-0.024,0.014,0.994,-1.813,0.704,4.73,1.5,-0.75,172.11,-11,-45,-7
-0.029,0.006,0.989,-1.946,0.996,4.545,1.52,-0.74,172.16,-11,-45,-6
-0.037,0.007,0.972,-2.723,1.099,4.529,1.53,-0.76,172.2,-10,-45,-6
-0.032,0.003,0.966,-3.651,0.38,4.227,1.54,-0.78,172.25,-11,-45,-7
-0.028,-0.006,0.966,-4.409,-0.268,3.694,1.54,-0.82,172.29,-10,-45,-6
-0.021,-0.013,0.975,-4.494,-0.803,3.131,1.54,-0.86,172.32,-11,-45,-6
-0.019,-0.02,0.986,-4.131,-1.072,2.399,1.52,-0.9,172.35,-11,-45,-6
-0.018,-0.02,0.991,-3.738,-1.326,1.636,1.51,-0.95,172.37,-10,-44,-7
-0.014,-0.045,0.994,-3.179,-1.733,1.271,1.48,-1.0,172.38,-10,-45,-6
-0.009,-0.055,1.005,-2.161,-2.085,1.196,1.45,-1.05,172.4,-10,-45,-6
-0.013,-0.048,1.017,-2.246,-2.617,1.535,1.42,-1.09,172.41,-10,-44,-6
-0.019,-0.039,1.032,-3.485,-2.719,1.672,1.39,-1.13,172.43,-10,-45,-6
-0.021,-0.037,1.033,-4.689,-2.594,1.549,1.36,-1.18,172.44,-11,-45,-6
-0.019,-0.034,1.026,-5.033,-2.086,1.287,1.34,-1.23,172.46,-10,-44,-6
-0.019,-0.032,1.018,-4.718,-1.482,0.933,1.32,-1.29,172.47,-11,-44,-6
-0.023,-0.029,1.009,-3.437,-0.711,0.09,1.31,-1.33,172.48,-11,-44,-6
-0.03,-0.031,1.003,-1.963,-0.234,-0.737,1.3,-1.36,172.47,-11,-45,-6
-0.03,-0.033,1.0,-0.032,0.205,-1.563,1.31,-1.38,172.46,-11,-45,-6
-0.028,-0.035,1.001,1.744,0.433,-2.358,1.32,-1.38,172.44,-10,-44,-6
-0.023,-0.039,1.008,3.094,0.777,-2.757,1.33,-1.36,172.41,-11,-44,-6
-0.02,-0.04,1.012,4.229,1.079,-2.941,1.33,-1.34,172.38,-11,-45,-6
-0.015,-0.038,1.016,4.604,1.639,-2.806,1.34,-1.3,172.35,-11,-44,-6
-0.015,-0.032,1.017,4.518,1.977,-2.517,1.36,-1.27,172.33,-11,-45,-6
-0.017,-0.032,1.013,4.029,1.956,-2.196,1.37,-1.23,172.3,-10,-45,-6
-0.028,-0.014,1.009,2.9,2.036,-1.876,1.39,-1.19,172.28,-10,-45,-6
-0.032,-0.01,1.0,1.86,2.007,-1.8,1.41,-1.17,172.26,-10,-45,-6
-0.031,-0.013,0.981,1.36,2.275,-1.755,1.43,-1.15,172.24,-11,-45,-6
-0.019,-0.011,1.001,1.606,2.346,-1.923,1.46,-1.12,172.23,-10,-45,-6
-0.036,-0.001,1.001,0.857,2.314,-1.419,1.48,-1.11,172.21,-10,-45,-6
-0.03,0.004,1.009,0.19,2.632,-1.146,1.5,-1.1,172.2,-11,-45,-6
-0.031,-0.007,1.001,-0.248,2.992,-0.674,1.52,-1.08,172.19,-10,-45,-6
-0.027,-0.001,0.999,-1.04,3.128,-0.292,1.56,-1.07,172.18,-11,-45,-6
-0.042,0.005,0.983,-1.456,2.937,-0.017,1.59,-1.07,172.18,-11,-45,-6
-0.042,0.004,0.982,-1.292,2.644,-0.138,1.62,-1.08,172.18,-10,-44,-6
-0.038,-0.015,0.988,-1.033,1.631,-0.332,1.65,-1.08,172.18,-10,-44,-6
-0.025,-0.026,1.0,-0.988,0.607,-0.373,1.66,-1.09,172.18,-10,-44,-6
-0.028,-0.016,0.992,-0.978,0.241,-0.295,1.66,-1.11,172.17,-10,-44,-6
-0.026,-0.03,0.974,-0.681,-0.235,0.165,1.65,-1.13,172.17,-10,-45,-6
-0.031,-0.016,0.967,0.472,0.205,0.225,1.65,-1.13,172.18,-10,-45,-7
-0.05,-0.031,0.971,1.779,-0.197,0.105,1.66,-1.12,172.18,-10,-45,-6
-0.03,-0.02,0.974,2.792,0.105,-0.492,1.67,-1.1,172.17,-11,-45,-6
-0.023,-0.009,0.993,4.369,0.308,-0.676,1.67,-1.06,172.17,-11,-44,-6
-0.019,-0.035,1.011,5.682,0.242,-0.706,1.66,-1.02,172.16,-10,-44,-6
-0.01,-0.042,1.042,5.574,0.215,-0.308,1.65,-0.97,172.15,-10,-45,-6
-0.015,-0.025,1.039,2.748,0.217,0.501,1.65,-0.93,172.15,-10,-45,-6
-0.035,-0.016,1.015,-0.368,0.207,1.004,1.66,-0.92,172.16,-10,-45,-6
-0.02,-0.007,0.994,-2.187,0.128,1.019,1.66,-0.94,172.17,-10,-45,-6
-0.026,-0.012,0.984,-3.015,-0.041,1.142,1.66,-0.97,172.18,-10,-45,-7
-0.032,-0.006,0.989,-3.078,-0.149,0.852,1.65,-1.0,172.19,-10,-45,-6
-0.035,-0.002,0.981,-2.946,-0.55,0.395,1.65,-1.02,172.2,-10,-44,-6
-0.029,-0.012,0.985,-1.764,-1.12,0.016,1.65,-1.04,172.2,-10,-45,-6
-0.02,-0.017,0.994,-0.874,-1.852,-0.195,1.63,-1.05,172.2,-11,-44,-6
-0.02,-0.026,1.01,-0.62,-2.252,-0.01,1.6,-1.06,172.2,-10,-45,-7
-0.034,-0.018,1.016,-1.092,-2.106,0.31,1.58,-1.07,172.2,-10,-45,-6
-0.034,-0.014,1.009,-1.618,-1.549,0.17,1.57,-1.08,172.21,-10,-45,-6
-0.031,-0.02,0.994,-1.544,-0.772,-0.032,1.56,-1.09,172.21,-10,-45,-6
-0.025,-0.022,0.992,-0.497,-0.239,-0.171,1.56,-1.1,172.21,-11,-45,-7
-0.012,-0.02,0.999,0.966,0.548,-0.021,1.56,-1.1,172.2,-11,-45,-6
-0.018,-0.03,1.01,1.83,1.1,0.191,1.56,-1.09,172.2,-11,-45,-6
-0.023,-0.027,1.013,2.083,1.617,0.494,1.58,-1.08,172.21,-10,-45,-6
-0.036,-0.009,1.011,1.477,1.948,0.753,1.59,-1.08,172.21,-11,-45,-7
-0.041,-0.015,1.003,0.254,1.876,0.814,1.59,-1.09,172.22,-11,-45,-7
-0.047,-0.024,1.004,-0.145,1.791,0.921,1.61,-1.07,172.23,-11,-45,-6
-0.035,-0.019,0.989,0.206,1.753,0.402,1.63,-1.05,172.24,-11,-45,-6
-0.028,-0.021,0.999,0.787,1.787,-0.179,1.65,-1.04,172.24,-10,-45,-6
-0.022,-0.003,0.997,1.673,1.74,-0.607,1.67,-1.02,172.23,-10,-45,-6
-0.001,-0.033,1.012,2.667,1.798,-1.34,1.7,-0.98,172.22,-10,-45,-6
-0.002,-0.031,1.056,2.598,1.296,-1.231,1.71,-0.96,172.21,-10,-45,-7
0.019,-0.04,1.071,-0.275,1.272,0.617,1.72,-0.94,172.2,-11,-45,-7
0.006,-0.027,1.053,-6.048,3.358,2.823,1.75,-0.98,172.23,-10,-45,-7
-0.015,0.024,1.027,-10.182,3.69,4.592,1.79,-1.07,172.27,-11,-45,-7
-0.029,-0.005,1.004,-13.444,5.15,5.426,1.83,-1.17,172.32,-11,-45,-7
-0.064,0.01,0.957,-13.155,6.046,5.407,1.89,-1.29,172.38,-10,-44,-7
-0.08,0.006,0.908,-10.477,5.357,4.157,1.95,-1.41,172.43,-10,-44,-6
-0.091,-0.011,0.871,-5.624,4.051,2.3,2.0,-1.48,172.47,-10,-44,-6
-0.078,-0.028,0.857,-1.496,1.348,-0.392,2.02,-1.51,172.48,-11,-44,-6
-0.045,-0.078,0.984,1.79,-1.522,-2.335,2.02,-1.5,172.46,-11,-44,-6
-0.049,-0.04,0.923,4.242,-2.966,-2.466,1.99,-1.47,172.43,-10,-44,-6
-0.035,-0.046,0.991,7.539,-2.181,-3.324,1.99,-1.41,172.4,-10,-45,-6
-0.034,-0.055,1.015,8.873,-2.827,-3.137,1.96,-1.34,172.36,-10,-45,-7
-0.044,-0.038,1.047,8.024,-2.371,-3.078,1.93,-1.26,172.33,-10,-45,-7
-0.074,0.001,1.077,6.338,-1.748,-2.898,1.95,-1.17,172.3,-10,-45,-7
-0.016,-0.023,1.064,2.612,-1.716,-1.845,1.93,-1.12,172.28,-10,-45,-7
0.013,-0.08,1.084,0.465,-0.271,-0.43,1.92,-1.11,172.26,-10,-45,-7
-0.002,-0.064,1.04,-2.996,1.133,0.831,1.91,-1.13,172.27,-10,-45,-7
-0.023,-0.03,0.996,-5.127,1.643,1.516,1.92,-1.18,172.28,-10,-45,-6
-0.037,-0.011,0.946,-6.124,1.367,1.364,1.94,-1.24,172.3,-10,-45,-7
-0.04,-0.045,0.921,-4.824,0.49,0.955,1.95,-1.29,172.31,-10,-45,-6
-0.043,-0.052,0.956,-1.823,-0.98,0.412,1.94,-1.32,172.32,-10,-44,-6
-0.04,-0.032,0.999,1.585,-1.905,0.096,1.94,-1.32,172.32,-10,-44,-6
-0.036,-0.011,1.016,3.539,-1.982,-0.193,1.92,-1.28,172.32,-11,-45,-6
-0.027,-0.014,1.009,4.128,-1.429,-0.638,1.91,-1.24,172.31,-10,-45,-7
-0.014,-0.007,1.028,3.646,-1.008,-0.487,1.89,-1.21,172.31,-10,-44,-7
-0.049,0.011,1.012,3.349,0.556,-0.097,1.87,-1.19,172.3,-10,-45,-7
-0.047,-0.017,1.02,3.558,1.193,-0.222,1.89,-1.13,172.3,-10,-45,-7
-0.033,0.011,1.006,3.79,2.348,-0.746,1.9,-1.06,172.29,-10,-45,-7
-0.032,-0.007,0.997,3.825,2.62,-1.175,1.93,-1.02,172.28,-10,-45,-7
-0.017,-0.021,1.008,3.855,2.56,-1.007,1.94,-0.99,172.27,-10,-45,-7
-0.02,-0.032,1.02,3.783,2.883,-0.595,1.95,-0.96,172.26,-11,-45,-7
-0.027,-0.009,1.016,2.436,2.724,-0.03,1.97,-0.94,172.26,-10,-45,-7
-0.043,0.013,1.013,0.598,2.404,0.613,2.0,-0.91,172.26,-10,-45,-7
-0.049,0.002,1.004,-1.445,1.688,0.569,2.02,-0.91,172.27,-10,-45,-7
-0.042,0.007,0.999,-2.046,1.314,0.219,2.05,-0.91,172.27,-10,-45,-6
-0.05,0.007,0.984,-1.627,1.765,0.217,2.07,-0.92,172.27,-10,-45,-6
-0.047,-0.004,0.985,-0.864,1.706,-0.088,2.09,-0.92,172.27,-10,-45,-7
-0.043,-0.023,0.981,-0.337,2.184,-0.624,2.13,-0.92,172.27,-10,-45,-7
-0.022,-0.036,0.986,0.629,2.384,-0.258,2.15,-0.93,172.27,-10,-45,-7
-0.011,-0.049,0.994,1.04,2.335,0.43,2.16,-0.94,172.27,-10,-45,-7
-0.02,-0.027,1.017,0.553,2.439,1.484,2.17,-0.96,172.28,-10,-45,-6
-0.02,-0.012,1.039,-1.256,2.044,2.295,2.18,-0.96,172.3,-10,-45,-7
-0.045,0.018,1.025,-5.161,1.482,2.938,2.2,-1.0,172.33,-10,-45,-6
-0.062,-0.014,0.95,-7.018,1.861,2.783,2.22,-1.05,172.36,-10,-45,-6
-0.018,0.009,0.945,-5.235,0.62,1.291,2.24,-1.11,172.38,-10,-45,-6
-0.038,-0.018,0.957,-3.337,-0.097,1.233,2.23,-1.15,172.39,-10,-44,-7
-0.052,-0.03,0.963,-1.62,0.244,1.446,2.24,-1.17,172.41,-10,-45,-7
-0.063,-0.031,0.981,-0.118,-0.362,0.976,2.25,-1.19,172.42,-10,-44,-7
-0.053,-0.03,0.994,0.197,-0.783,0.259,2.26,-1.2,172.42,-10,-44,-7
-0.046,-0.02,0.998,-0.035,-0.948,0.046,2.26,-1.2,172.43,-11,-44,-7
-0.04,-0.023,1.002,0.308,-1.503,0.079,2.25,-1.2,172.43,-11,-44,-7
-0.041,-0.029,1.03,1.089,-1.361,0.415,2.23,-1.2,172.43,-10,-44,-7
-0.038,-0.051,1.023,0.465,-1.212,0.781,2.22,-1.2,172.43,-10,-44,-7
-0.028,-0.049,1.0,-0.899,-0.502,1.083,2.21,-1.21,172.44,-10,-45,-7
-0.023,-0.027,0.993,-1.447,-0.4,1.465,2.21,-1.23,172.46,-10,-44,-7
-0.027,-0.037,0.977,-1.9,-1.018,1.773,2.19,-1.26,172.47,-10,-44,-7
-0.053,-0.017,0.974,-1.919,-1.232,1.575,2.18,-1.28,172.49,-10,-45,-7
-0.067,-0.021,0.975,-1.561,-1.823,0.538,2.18,-1.29,172.5,-10,-45,-7
-0.048,-0.03,0.97,-1.094,-3.259,-1.305,2.16,-1.31,172.5,-10,-45,-7
-0.025,-0.028,0.975,-1.569,-5.35,-2.733,2.11,-1.33,172.48,-10,-45,-7
0.004,-0.023,0.984,-2.477,-6.712,-3.14,2.04,-1.35,172.44,-10,-45,-7
-0.008,-0.038,0.998,-3.691,-7.192,-1.992,1.95,-1.4,172.42,-10,-45,-6
-0.029,-0.043,0.989,-5.188,-9.088,-0.976,1.86,-1.45,172.41,-10,-44,-7
-0.026,-0.045,0.978,-7.563,-10.512,0.068,1.75,-1.54,172.41,-10,-44,-6
-0.029,-0.043,0.971,-10.692,-11.329,1.018,1.65,-1.64,172.42,-10,-44,-6
-0.036,-0.029,0.987,-12.643,-12.013,1.647,1.53,-1.76,172.44,-10,-45,-6
-0.028,-0.03,0.987,-12.255,-12.631,1.497,1.41,-1.89,172.46,-10,-44,-6
-0.016,-0.025,1.0,-12.499,-12.58,1.756,1.29,-2.01,172.47,-10,-44,-6
-0.029,-0.022,0.989,-13.36,-12.948,1.742,1.17,-2.13,172.5,-11,-44,-6
-0.037,-0.022,1.011,-12.076,-12.908,1.636,1.06,-2.25,172.52,-11,-44,-6
-0.015,-0.039,1.017,-11.781,-13.539,1.486,0.93,-2.36,172.53,-11,-44,-6
0.004,-0.043,1.009,-13.172,-13.607,1.837,0.79,-2.49,172.55,-11,-44,-6
-0.008,-0.036,0.977,-14.594,-13.654,3.411,0.65,-2.63,172.58,-11,-44,-6
-0.013,-0.027,0.951,-14.763,-13.742,3.824,0.52,-2.78,172.62,-11,-44,-6
-0.032,0.01,0.932,-13.387,-14.651,3.339,0.38,-2.92,172.66,-11,-44,-5
-0.029,-0.002,0.93,-11.529,-15.998,2.382,0.22,-3.04,172.68,-11,-44,-5
-0.013,-0.024,0.925,-9.953,-17.799,1.092,0.05,-3.15,172.7,-11,-44,-5
0.007,-0.06,0.974,-8.819,-18.523,0.27,-0.13,-3.24,172.7,-11,-44,-5
0.009,-0.056,0.987,-8.972,-18.521,0.193,-0.32,-3.33,172.71,-12,-44,-5
0.006,-0.03,0.97,-7.641,-18.434,0.377,-0.5,-3.41,172.71,-12,-44,-5
-0.0,-0.041,0.96,-5.109,-18.657,0.409,-0.69,-3.47,172.71,-12,-44,-5
0.025,-0.069,0.973,-3.622,-19.274,0.703,-0.88,-3.51,172.72,-12,-44,-5
0.039,-0.094,1.052,-3.065,-17.847,0.957,-1.07,-3.54,172.73,-12,-44,-5
0.013,-0.049,1.022,-4.239,-14.755,1.814,-1.21,-3.57,172.74,-12,-43,-5
0.044,-0.059,1.159,-1.744,-13.518,0.404,-1.34,-3.6,172.75,-12,-43,-5
-0.003,-0.037,1.09,2.33,-6.977,-1.212,-1.44,-3.59,172.75,-12,-43,-5
0.019,-0.053,1.074,4.635,-6.115,-1.841,-1.5,-3.55,172.73,-12,-43,-5
0.023,-0.036,1.089,5.63,-3.064,-2.541,-1.54,-3.5,172.71,-13,-44,-5
0.039,-0.057,1.097,8.422,0.601,-3.045,-1.55,-3.43,172.68,-12,-43,-5
0.053,-0.037,1.054,10.555,3.146,-3.452,-1.53,-3.33,172.65,-12,-43,-5
0.054,-0.016,1.09,11.429,5.309,-4.974,-1.49,-3.21,172.61,-12,-43,-5
0.058,-0.017,1.061,10.86,6.993,-6.051,-1.43,-3.1,172.56,-12,-44,-5
0.061,-0.01,0.95,11.092,7.104,-7.732,-1.38,-2.95,172.49,-12,-44,-5
0.069,-0.014,0.982,12.451,7.057,-9.963,-1.36,-2.82,172.4,-12,-44,-5
0.074,-0.02,1.018,11.201,8.185,-11.496,-1.28,-2.7,172.29,-12,-44,-5
0.056,0.008,0.974,6.908,9.053,-13.274,-1.2,-2.61,172.17,-12,-44,-6
0.065,0.025,0.969,2.915,7.605,-16.432,-1.17,-2.52,172.01,-12,-44,-5
0.067,0.013,0.965,-0.354,6.619,-19.532,-1.16,-2.45,171.83,-12,-44,-5
0.074,-0.024,0.957,-4.298,5.387,-21.958,-1.11,-2.48,171.61,-12,-44,-6
0.099,-0.077,0.938,-7.318,1.733,-23.12,-1.09,-2.53,171.38,-12,-44,-6
0.132,-0.134,0.919,-8.316,-1.482,-21.762,-1.11,-2.61,171.16,-12,-44,-6
0.12,-0.163,0.923,-5.544,-0.933,-18.967,-1.13,-2.68,170.96,-12,-44,-5
0.098,-0.144,0.977,-0.934,0.824,-16.482,-1.14,-2.7,170.78,-12,-44,-5
0.068,-0.157,1.059,2.049,2.115,-14.377,-1.13,-2.69,170.63,-13,-44,-6
0.051,-0.135,1.147,1.409,3.217,-12.655,-1.11,-2.67,170.5,-13,-44,-6
0.047,-0.14,1.216,-1.566,6.419,-10.469,-1.06,-2.67,170.38,-13,-44,-6
0.069,-0.165,1.224,-5.872,11.433,-7.236,-0.98,-2.71,170.3,-13,-44,-6
0.05,-0.161,1.169,-7.915,18.603,-2.392,-0.82,-2.78,170.25,-13,-44,-6
0.034,-0.138,1.116,-6.213,22.016,1.674,-0.61,-2.85,170.26,-13,-44,-6
0.006,-0.096,1.105,-0.884,27.811,4.953,-0.35,-2.89,170.29,-13,-44,-6
-0.024,-0.05,1.108,4.395,33.252,7.285,-0.04,-2.86,170.36,-13,-44,-6
