timestamp,theta,distance_mm,quality,x,y
2025-04-29T17:44:27.740579,15.95,1482.0,47,1424.945769645355,407.2512167812476
2025-04-29T17:44:27.740582,16.06,1484.0,47,1426.0832228800823,410.5394517217043
2025-04-29T17:44:27.740586,16.18,1488.0,47,1429.06182799606,414.6399543755517
2025-04-29T17:44:27.740638,17.95,1482.0,47,1409.8648686860865,456.73302053252485
2025-04-29T17:44:27.740644,18.18,1462.0,47,1389.0184499253282,456.14881975846254
2025-04-29T17:44:27.740648,18.29,1449.0,47,1375.796904278972,454.7349537658141
2025-04-29T17:44:27.740651,18.42,1446.0,47,1371.915305644516,456.9074240350169
2025-04-29T17:44:27.740655,18.53,1444.0,47,1369.1392637812337,458.90486636402227
2025-04-29T17:44:27.740658,18.65,1437.0,47,1361.5427055894086,459.53287244360786
2025-04-29T17:44:27.740666,18.89,1432.0,47,1354.875170258412,463.61327959543934
2025-04-29T17:44:27.740670,19.0,1434.0,47,1355.8736374094203,466.86473349156273
2025-04-29T17:44:27.740685,19.12,1439.0,47,1359.6170383203853,471.3411812147372
2025-04-29T17:44:27.740726,20.51,1528.0,47,1431.1416878589291,535.3666680624557
2025-04-29T17:44:27.740806,23.21,922.0,47,847.3793770075563,363.3623417778538
2025-04-29T17:44:27.740868,25.32,589.0,47,532.4167246247378,251.8996453746337
2025-04-29T17:44:27.740906,26.61,666.0,47,595.454665628743,298.3114834882525
2025-04-29T17:44:27.740909,26.73,667.0,47,595.7217140007616,300.00773234700944
2025-04-29T17:44:27.740913,26.84,670.0,47,597.8214554672651,302.50538405621944
2025-04-29T17:44:27.740927,27.31,672.0,47,597.0969780199571,308.3167183910643
2025-04-29T17:44:27.740992,29.53,781.0,47,679.5463382764787,384.9386628217926
2025-04-29T17:44:27.741002,29.87,783.0,47,678.9844302889798,389.9604382820769
2025-04-29T17:44:27.741089,31.51,612.0,47,521.7599623970966,319.86019076993676
2025-04-29T17:44:27.741093,31.64,612.0,47,521.0328802494963,321.0432022312791
2025-04-29T17:44:27.741096,31.74,609.0,47,517.9204287026101,320.3738902165788
2025-04-29T17:44:27.741100,31.87,605.0,47,513.7951978483339,319.43621377043553
2025-04-29T17:44:27.741104,31.98,603.0,47,511.48451178675833,319.36279401686954
2025-04-29T17:44:27.741107,32.11,604.0,47,511.6056138067306,321.0540389427275
2025-04-29T17:44:27.741111,32.22,604.0,47,510.9882918233767,322.03565892526194
2025-04-29T17:44:27.741118,32.45,599.0,47,505.47214417832595,321.40148017668747
2025-04-29T17:44:27.741122,32.57,593.0,47,499.741488072986,319.2294552490381
2025-04-29T17:44:27.741125,32.68,593.0,47,499.1276909015132,320.18830112189215
2025-04-29T17:44:27.741136,33.05,593.0,47,497.0496121362293,323.4048284661564
2025-04-29T17:44:27.741150,33.51,584.0,47,486.9330552631222,322.4161901830012
2025-04-29T17:44:27.741153,33.62,573.0,47,477.1531553899902,317.25993491359077
2025-04-29T17:44:27.741161,33.85,570.0,47,473.3842552467149,317.5017273724871
2025-04-29T17:44:27.741164,33.98,575.0,47,476.8088123840246,321.3695014044364
2025-04-29T17:44:27.741169,34.09,579.0,47,479.5035815727257,324.5262936326245
2025-04-29T17:44:27.741173,34.22,580.0,47,479.59290547102637,326.17578852799477
2025-04-29T17:44:27.741176,34.33,577.0,47,476.48840007857746,325.40406357413167
2025-04-29T17:44:27.741180,34.45,576.0,47,474.98121068671657,325.83561728973234
2025-04-29T17:44:27.741183,34.56,578.0,47,476.0018414292311,327.8814525952653
2025-04-29T17:44:27.741187,34.68,580.0,47,476.9587700482749,330.01565368030174
2025-04-29T17:44:27.741190,34.79,580.0,47,476.3243068621838,330.9307400231356
2025-04-29T17:44:27.741194,34.92,580.0,47,475.5722234087623,332.0106328448627
2025-04-29T17:44:27.741197,35.03,580.0,47,474.9339326952969,332.9230535342652
2025-04-29T17:44:27.741201,35.16,580.0,47,474.17733240863436,333.9997865715358
2025-04-29T17:44:27.741204,35.26,581.0,47,474.41021170561856,335.4041607217033
2025-04-29T17:44:27.741208,35.39,581.0,47,473.64798331821527,336.4796990883516
2025-04-29T17:44:27.741211,35.5,581.0,47,473.0011161650215,337.388417268056
2025-04-29T17:44:27.741215,35.62,581.0,47,472.29345462573775,338.3783277896003
2025-04-29T17:44:27.741218,35.73,581.0,47,471.6429448656592,339.28444196344867
2025-04-29T17:44:27.741221,35.86,583.0,47,472.492821146217,341.5253050145611
2025-04-29T17:44:27.741225,35.96,586.0,47,474.3243091422863,344.11110089140215
2025-04-29T17:44:27.741228,36.09,586.0,47,473.5423255723623,345.18642193968003
2025-04-29T17:44:27.741232,36.2,585.0,47,472.0717826041241,345.50431555765635
2025-04-29T17:44:27.741235,36.31,586.0,47,472.2134172907681,347.00214485010736
2025-04-29T17:44:27.741238,36.44,589.0,47,473.83831753939074,349.85461099067925
2025-04-29T17:44:27.741242,36.55,591.0,47,474.77244701129786,351.9547180517749
2025-04-29T17:44:27.741245,36.67,592.0,47,474.83636247045337,353.5455117461233
2025-04-29T17:44:27.741249,36.78,594.0,47,475.7586099807228,355.65396810553165
2025-04-29T17:44:27.741325,39.36,620.0,47,479.3694365990365,393.1983510325575
2025-04-29T17:44:27.741328,39.47,646.0,47,498.6845626856688,410.64547597532743
2025-04-29T17:44:27.741332,39.59,650.0,47,500.90591363355384,414.2381750719442
2025-04-29T17:44:27.741453,43.65,653.0,47,472.4910658100574,450.73405987308746
2025-04-29T17:44:27.741457,43.78,652.0,47,470.7451655588145,451.113055788684
2025-04-29T17:44:27.741460,43.89,654.0,47,471.3195678890578,453.4025418156275
2025-04-29T17:44:27.741464,43.99,658.0,47,473.4053578316425,457.0025899010798
2025-04-29T17:44:27.741520,45.51,753.0,47,527.6909302571135,537.1696958358524
2025-04-29T17:44:27.741540,46.21,730.0,47,505.17255045579634,526.9731437805782
2025-04-29T17:44:27.741571,47.26,652.0,47,442.49451677399384,478.85551330745864
2025-04-29T17:44:27.741578,47.5,655.0,47,442.5115859882575,482.91665561063127
2025-04-29T17:44:27.741606,48.43,572.0,47,379.541777183703,427.93929402689395
2025-04-29T17:44:27.741609,48.54,572.0,47,378.7194937529165,428.66717281771724
2025-04-29T17:44:27.741613,48.67,570.0,47,376.4251149175352,428.0235190492695
2025-04-29T17:44:27.741617,48.78,566.0,47,372.9668672808838,425.73667437828703
2025-04-29T17:44:27.741620,48.91,566.0,47,371.9999422140983,426.5818127776986
2025-04-29T17:44:27.741624,49.02,570.0,47,373.8034610404678,430.3149689636272
2025-04-29T17:44:27.741627,49.14,572.0,47,374.2098182313125,432.609537503842
2025-04-29T17:44:27.741630,49.25,574.0,47,374.68409791360267,434.8423010364445
2025-04-29T17:44:27.741634,49.37,574.0,47,373.7725452199356,435.62608328681523
2025-04-29T17:44:27.741637,49.48,573.0,47,372.2858014140559,435.5826925688096
2025-04-29T17:44:27.741641,49.61,571.0,47,370.0005642575122,434.90295750790494
2025-04-29T17:44:27.741644,49.72,571.0,47,369.1649291446403,435.61250566258167
2025-04-29T17:44:27.741648,49.84,571.0,47,368.25177544424275,436.38472691211706
2025-04-29T17:44:27.741651,49.95,571.0,47,367.4132987629878,437.0909149045533
2025-04-29T17:44:27.741655,50.08,570.0,47,365.7789086750784,437.1564822445947
2025-04-29T17:44:27.741658,50.19,570.0,47,364.93895488819305,437.8579212542733
2025-04-29T17:44:27.741662,50.3,571.0,47,364.7364238014063,439.32714593177707
2025-04-29T17:44:27.741665,50.42,573.0,47,365.08980987722464,441.6315553986287
2025-04-29T17:44:27.741669,50.53,577.0,47,366.7839622875603,445.41949329664226
2025-04-29T17:44:27.741672,50.65,580.0,47,367.75244192038826,448.5065679135496
2025-04-29T17:44:27.741676,50.76,580.0,47,366.89069390961225,449.2117749152656
2025-04-29T17:44:27.741679,50.89,581.0,47,366.5013324586105,450.8190028227105
2025-04-29T17:44:27.741682,51.0,582.0,47,366.2644675910054,452.29894956795704
2025-04-29T17:44:27.741686,51.12,582.0,47,365.3163722711877,453.0650595120076
2025-04-29T17:44:27.741689,51.23,582.0,47,364.44587707970055,453.7655811976133
2025-04-29T17:44:27.741693,51.36,582.0,47,363.4153784283812,454.59131395326557
2025-04-29T17:44:27.741696,51.47,583.0,47,363.164880867886,456.07046528383546
2025-04-29T17:44:27.741699,51.59,583.0,47,362.20889330795103,456.8300752015232
2025-04-29T17:44:27.741703,51.7,583.0,47,361.3311755365667,457.5246240207873
2025-04-29T17:44:27.741710,51.93,582.0,47,358.87502387564956,458.18415210289845
2025-04-29T17:44:27.741713,52.06,580.0,47,356.60484228308724,457.41992354974485
2025-04-29T17:44:27.741717,52.17,577.0,47,353.88604033132003,455.73421032288036
2025-04-29T17:44:27.741720,52.29,577.0,47,352.93077737238076,456.47438743408924
2025-04-29T17:44:27.741724,52.4,578.0,47,352.6639047349327,457.9434138593002
2025-04-29T17:44:27.741727,52.51,576.0,47,350.5668211919573,457.0327164212276
2025-04-29T17:44:27.741730,52.64,570.0,47,345.88801886288644,453.05791948393033
2025-04-29T17:44:27.741734,52.75,565.0,47,341.9911032442353,449.7411314320615
2025-04-29T17:44:27.741737,52.87,563.0,47,339.84116720168697,448.86187304670364
2025-04-29T17:44:27.741744,53.11,559.0,47,335.5568804873537,447.08229662736125
2025-04-29T17:44:27.741748,53.22,553.0,47,331.1054618894933,442.9200527261611
2025-04-29T17:44:27.741758,53.57,550.0,47,326.61213565565765,442.520635499013
2025-04-29T17:44:27.741761,53.68,549.0,47,325.16966115719555,442.34114828140804
2025-04-29T17:44:27.741765,53.81,546.0,47,322.3937903448462,440.6566054731091
2025-04-29T17:44:27.741768,53.92,542.0,47,319.19153964468336,438.0419626237383
2025-04-29T17:44:27.741772,54.04,535.0,47,314.16286514829386,433.04352455823073
2025-04-29T17:44:27.741820,55.67,395.0,47,222.7636137119272,326.1922322894941
2025-04-29T17:44:27.741823,55.79,393.0,47,220.9554947783762,325.00410663135165
2025-04-29T17:44:27.741826,55.9,391.0,47,219.2098468742275,323.7715908373953
2025-04-29T17:44:27.741830,56.03,391.0,47,218.47466881786795,324.2681283828599
2025-04-29T17:44:27.741833,56.14,393.0,47,218.96604748121965,326.34777469817726
2025-04-29T17:44:27.741837,56.26,394.0,47,218.83749165953915,327.63722658477184
2025-04-29T17:44:27.741840,56.37,394.0,47,218.2080704235576,328.05676033581096
2025-04-29T17:44:27.741844,56.5,396.0,47,218.56704618357503,330.21878553859864
2025-04-29T17:44:27.741847,56.61,399.0,47,219.58367428144317,333.1426270969554
2025-04-29T17:44:27.741851,56.73,399.0,47,218.8854609042398,333.6017910694403
2025-04-29T17:44:27.741854,56.84,398.0,47,217.69760952672215,333.1842595416999
2025-04-29T17:44:27.741858,56.96,397.0,47,216.45408868664327,332.8011831271559
2025-04-29T17:44:27.741861,57.07,398.0,47,216.35837176376444,334.0554669029272
2025-04-29T17:44:27.741865,57.18,398.0,47,215.7166329673779,334.470229259971
2025-04-29T17:44:27.741868,57.31,399.0,47,215.49728292377245,335.80041848168025
2025-04-29T17:44:27.741872,57.42,399.0,47,214.85219564983743,336.2135244520125
2025-04-29T17:44:27.741875,57.55,399.0,47,214.088798982468,336.7001427832255
2025-04-29T17:44:27.741879,57.66,399.0,47,213.44198695868172,337.1105430020395
2025-04-29T17:44:27.741882,57.78,399.0,47,212.73547667413825,337.55683516146905
2025-04-29T17:44:27.741886,57.89,399.0,47,212.08702241415276,337.9646356107376
2025-04-29T17:44:27.741889,58.01,399.0,47,211.37872629530906,338.4080880679018
2025-04-29T17:44:27.741892,58.12,399.0,47,210.72864024847183,338.8132821762307
2025-04-29T17:44:27.741896,58.25,398.0,47,209.4331416134441,338.440185548234
2025-04-29T17:44:27.741899,58.36,398.0,47,208.78299752949195,338.8416443452607
2025-04-29T17:44:27.741903,58.48,398.0,47,208.07287185572756,339.27817495045264
2025-04-29T17:44:27.741906,58.59,397.0,47,206.8999628588722,338.8235608233249
2025-04-29T17:44:27.741909,58.72,396.0,47,205.61144386324665,338.43748928342876
2025-04-29T17:44:27.741913,58.83,395.0,47,204.44373292818372,337.97597557576415
2025-04-29T17:44:27.741916,58.95,393.0,47,202.7038580260236,336.68998491396457
2025-04-29T17:44:27.741920,59.06,393.0,47,202.05708648563862,337.07852764739425
2025-04-29T17:44:27.741923,59.18,396.0,47,202.88769622542762,340.0773187384578
2025-04-29T17:44:27.741927,59.29,400.0,47,204.2771930668127,343.9052607808495
2025-04-29T17:44:27.741965,60.57,492.0,47,241.7490475712336,428.5106743109224
2025-04-29T17:44:27.741969,60.7,494.0,47,241.75493116393005,430.80222058146757
2025-04-29T17:44:27.741976,60.94,499.0,47,242.37690168007538,436.18165657437623
2025-04-29T17:44:27.741980,61.05,506.0,47,244.92737014726242,442.7714798321431
2025-04-29T17:44:27.741983,61.17,507.0,47,244.48170766189332,444.1595373497281
2025-04-29T17:44:27.741987,61.28,505.0,47,242.66747322557856,442.87413272657176
2025-04-29T17:44:27.741990,61.4,504.0,47,241.26069640206586,442.50341961570217
2025-04-29T17:44:27.741994,61.51,503.0,47,239.93370134714206,442.0868907328744
2025-04-29T17:44:27.741997,61.64,501.0,47,237.98000131223398,440.87018381313686
2025-04-29T17:44:27.742001,61.75,500.0,47,236.6598335924217,440.4453691026928
2025-04-29T17:44:27.742004,61.86,499.0,47,235.34217595085525,440.0171135520944
2025-04-29T17:44:27.742008,61.98,496.0,47,233.0107515509533,437.8606966395362
2025-04-29T17:44:27.742012,62.09,493.0,47,230.76543829337692,435.6561861023732
