timestamp,theta,distance_mm,quality,x,y
2025-04-29T17:39:56.477230,16.25,1254.0,47,1203.9025173999546,350.9055835948641
2025-04-29T17:39:56.477234,16.36,1253.0,47,1202.2670978899605,352.9345907264579
2025-04-29T17:39:56.477237,16.48,1252.0,47,1200.5663582697275,355.16815649909324
2025-04-29T17:39:56.477241,16.59,1253.0,47,1200.8406446347499,357.7579435780545
2025-04-29T17:39:56.477244,16.7,1255.0,47,1202.0672310308703,360.6374524113885
2025-04-29T17:39:56.477273,17.62,1150.0,47,1096.0478221283965,348.10798842830184
2025-04-29T17:39:56.477289,17.73,1146.0,47,1091.567474596356,348.993479026949
2025-04-29T17:39:56.477300,18.08,1136.0,47,1079.9090006028187,352.55148619318226
2025-04-29T17:39:56.477304,18.18,1124.0,47,1067.8910654692675,350.6917054777783
2025-04-29T17:39:56.477307,18.31,1119.0,47,1062.3457698377879,351.5429778956736
2025-04-29T17:39:56.477311,18.42,1119.0,47,1061.6688983514614,353.58188623456704
2025-04-29T17:39:56.477314,18.53,1119.0,47,1060.988113691967,355.6194913167181
2025-04-29T17:39:56.477318,18.64,1118.0,47,1059.3558728651315,357.33616473309223
2025-04-29T17:39:56.477321,18.75,1116.0,47,1056.774024516538,358.7264432783283
2025-04-29T17:39:56.477324,18.87,1115.0,47,1055.0741375640687,360.61553522198193
2025-04-29T17:39:56.477328,18.98,1116.0,47,1055.3254935926432,362.9657044039343
2025-04-29T17:39:56.477331,19.09,1120.0,47,1058.4067290293642,366.2993256141237
2025-04-29T17:39:56.477335,19.2,1127.0,47,1064.3121692576412,370.6327108743833
2025-04-29T17:39:56.477377,20.56,1108.0,47,1037.4258728722737,389.1163814274609
2025-04-29T17:39:56.477384,20.78,1081.0,47,1010.6804907419887,383.51785569062196
2025-04-29T17:39:56.477435,22.48,752.0,47,694.8578195711558,287.53540752543694
2025-04-29T17:39:56.477474,23.71,628.0,47,574.9920436990303,252.52356262894045
2025-04-29T17:39:56.477487,24.17,626.0,47,571.1214760823442,256.31281582769986
2025-04-29T17:39:56.477498,24.51,620.0,47,564.1311052234781,257.208273815865
2025-04-29T17:39:56.477529,25.53,522.0,47,471.0317871784325,224.97345502856965
2025-04-29T17:39:56.477553,26.31,545.0,47,488.54295198911404,241.55906950839625
2025-04-29T17:39:56.477560,26.54,565.0,47,505.46179086499285,252.4547047998001
2025-04-29T17:39:56.477564,26.65,562.0,47,502.2948919316901,252.07903827833792
2025-04-29T17:39:56.477567,26.76,561.0,47,500.91710914817537,252.5926557971054
2025-04-29T17:39:56.477571,26.89,561.0,47,500.34270571490856,253.7285495128296
2025-04-29T17:39:56.477578,27.11,563.0,47,501.1450385922558,256.5592529891807
2025-04-29T17:39:56.477598,27.78,580.0,47,513.1513581621641,270.32514425470373
2025-04-29T17:39:56.477615,28.36,614.0,47,540.3079697829661,291.656129352718
