timestamp,theta,distance_mm,quality,x,y
2025-04-29T17:39:06.340080,15.33,1461.0,47,1409.016338175276,386.25633814234914
2025-04-29T17:39:06.340084,15.44,1461.0,47,1408.2721829712466,388.9607418100184
2025-04-29T17:39:06.340087,15.55,1462.0,47,1408.4862339363606,391.93179101951915
2025-04-29T17:39:06.340091,15.67,1462.0,47,1407.6622853580366,394.8808559307342
2025-04-29T17:39:06.340094,15.78,1462.0,47,1406.9015747741119,397.58264411078636
2025-04-29T17:39:06.340098,15.89,1461.0,47,1405.1738894245711,400.0091754940419
2025-04-29T17:39:06.340101,16.01,1460.0,47,1403.3718173154098,402.6754802130921
2025-04-29T17:39:06.340104,16.12,1459.0,47,1401.6354677488353,405.0913669143095
2025-04-29T17:39:06.340108,16.23,1459.0,47,1400.8551655101373,407.7815656249868
2025-04-29T17:39:06.340111,16.36,1461.0,47,1401.8453551613984,411.5222961303711
2025-04-29T17:39:06.340163,17.61,1579.0,47,1505.0047121627765,477.7047376443301
2025-04-29T17:39:06.340166,17.72,1578.0,47,1503.1322565472578,480.28889153003416
2025-04-29T17:39:06.340170,17.83,1573.0,47,1497.4475524592215,481.6428423986881
2025-04-29T17:39:06.340173,17.95,1566.0,47,1489.7762377614113,482.62072210117
2025-04-29T17:39:06.340177,18.06,1561.0,47,1484.093265534614,483.92993211291036
2025-04-29T17:39:06.340180,18.17,1558.0,47,1480.3110458666877,485.8427806246306
2025-04-29T17:39:06.340184,18.29,1556.0,47,1477.39129265568,488.31441550007366
2025-04-29T17:39:06.340265,21.01,841.0,47,785.088524693537,301.5244739561375
2025-04-29T17:39:06.340269,21.12,840.0,47,783.5753649337274,302.67085665616355
2025-04-29T17:39:06.340272,21.25,841.0,47,783.8186180668336,304.81039019659306
2025-04-29T17:39:06.340342,23.51,717.0,47,657.482163818303,286.0178390604374
2025-04-29T17:39:06.340436,26.43,606.0,47,542.6601691816415,269.73309174766104
2025-04-29T17:39:06.340542,29.93,606.0,47,525.1811872622777,302.3585959515362
2025-04-29T17:39:06.340545,30.06,607.0,47,525.3593074635826,304.05032159395086
2025-04-29T17:39:06.340549,30.17,606.0,47,523.9100668427262,304.55581074878575
2025-04-29T17:39:06.340552,30.28,606.0,47,523.3243964879096,305.56108397596245
2025-04-29T17:39:06.340556,30.39,608.0,47,524.4620011788304,307.57699738357616
2025-04-29T17:39:06.340566,30.73,613.0,47,526.9255033006583,313.2387491536574
2025-04-29T17:39:06.340570,30.84,620.0,47,532.3333728537609,317.8382924478088
2025-04-29T17:39:06.340573,30.95,625.0,47,536.0102686056173,321.4311620694764
2025-04-29T17:39:06.340601,31.85,641.0,47,544.486241312409,338.2539475327452
2025-04-29T17:39:06.340604,31.96,652.0,47,553.1684335704276,345.1212599960185
2025-04-29T17:39:06.340615,32.31,649.0,47,548.5143943169896,346.8904138587085
2025-04-29T17:39:06.340622,32.54,651.0,47,548.8035035103953,350.1652674591178
2025-04-29T17:39:06.340646,33.33,638.0,47,533.0616190884247,350.5557163345468
2025-04-29T17:39:06.340653,33.56,625.0,47,520.8171111777186,345.5062035687578
2025-04-29T17:39:06.340663,33.89,620.0,47,514.6679627498385,345.71214632831584
2025-04-29T17:39:06.340667,34.0,612.0,47,507.3709944036855,342.2260569240971
2025-04-29T17:39:06.340698,35.01,638.0,47,522.5551274098174,366.03297504147014
2025-04-29T17:39:06.340705,35.25,661.0,47,539.8000679618698,381.4929706146114
2025-04-29T17:39:06.340719,35.7,658.0,47,534.3509606948085,383.97011707232537
2025-04-29T17:39:06.340726,35.92,660.0,47,534.4923596324663,387.1923520609857
2025-04-29T17:39:06.340729,36.03,663.0,47,536.1741464620723,389.9824158416225
2025-04-29T17:39:06.340736,36.26,661.0,47,532.9916581174493,390.9487081155431
2025-04-29T17:39:06.340743,36.48,656.0,47,527.4662752385044,390.01965141005184
2025-04-29T17:39:06.340747,36.61,655.0,47,525.7772783706065,390.6190644978784
2025-04-29T17:39:06.340751,36.72,654.0,47,524.2248081055533,391.0298589196173
2025-04-29T17:39:06.340754,36.83,651.0,47,521.0718661787506,390.2372487051873
2025-04-29T17:39:06.340761,37.06,648.0,47,517.1071447719165,390.51786236462505
2025-04-29T17:39:06.340765,37.17,645.0,47,513.9659126357155,389.69737059484504
2025-04-29T17:39:06.340768,37.28,644.0,47,512.4211156850429,390.07768482713277
2025-04-29T17:39:06.340772,37.39,649.0,47,515.643879470699,394.0969291486643
2025-04-29T17:39:06.340775,37.5,652.0,47,517.2663778698853,396.91245171368587
2025-04-29T17:39:06.340779,37.61,649.0,47,514.1268584234735,396.0739494685426
2025-04-29T17:39:06.340813,38.62,570.0,47,445.3425103565424,355.766845657845
2025-04-29T17:39:06.340816,38.73,569.0,47,443.8785638039485,355.99553451601605
2025-04-29T17:39:06.340820,38.84,565.0,47,440.07868253032746,354.33847262521647
2025-04-29T17:39:06.340824,38.95,564.0,47,438.61989602926934,354.5540675373404
2025-04-29T17:39:06.340827,39.06,567.0,47,440.26785269357356,357.28590496210427
2025-04-29T17:39:06.340871,40.4,655.0,47,498.8075914365626,424.51853519635074
2025-04-29T17:39:06.340874,40.51,655.0,47,497.99165558811535,425.4753940765645
2025-04-29T17:39:06.340934,42.42,513.0,47,378.7068188086877,346.049339528056
2025-04-29T17:39:06.340942,42.64,512.0,47,376.63967191233917,346.8235250696895
2025-04-29T17:39:06.340949,42.87,513.0,47,375.97730138320406,349.01299237220854
2025-04-29T17:39:06.340955,43.09,519.0,47,379.01610850090793,354.55294315070637
