X,Y
83.33553495294035,124.72044184538179
84.99829573805694,128.4184165983439
82.792277657507,126.27920953301168
81.69585525225406,125.80058519181361
82.22811964793509,127.83792997058765
86.50523694383864,135.7860227758746
91.24808222156959,144.6194575113794
83.72724374884638,133.9915991927153
82.08937208969165,132.6549470993078
86.21226317813156,140.6856271184252
88.19145388728866,145.3350180144009
87.5564727347092,145.71844111935908
86.4085315470218,145.2396835437455
84.7589066144376,143.8920697937348
82.61893223546632,141.6690228535209
82.50000000000001,142.89419162443238
81.37950660273414,142.38460557621934
80.26504029686514,141.86797843820366
79.64526236400366,142.21684915286593
83.38725468236998,150.43458962797607
88.02094471224792,160.44099629447393
84.45710056595068,155.55062894116787
76.20446641675979,141.8234088510671
78.40175098524378,147.4522480074408
82.41377009754474,156.64281183095838
73.87977811760541,141.92173330851548
83.79092646640308,162.69013689188975
80.81030895363934,158.59916130552946
83.26821159192549,165.20110453106034
98.16351888415792,196.88555955244553
98.18808922861828,199.1057486202568
93.3730542660735,191.44313186172258
92.53683982714085,191.8487249757112
84.38017497442587,176.90671573257265
88.29972915960187,187.2222151090542
79.87485146899219,171.29217174992684
78.70803065703649,170.73091667911527
84.59742150187279,185.6320992588148
85.01880249098977,188.73474302045733
82.16080190131164,184.5361824438054
81.35483135146492,184.8929187821283
84.5348026121522,194.4167357696463
85.26467297900174,198.458901392162
89.0866972955544,209.8751065871564
80.04916905882187,190.89560113578352
89.93060660579611,217.11169014015238
76.48702070519147,186.9591818115484
77.54356483709378,191.927057895325
93.75103168998857,234.98881687659684
83.19577846641549,211.20478793191958
86.62269114980471,222.74988075858883
85.64993994132679,223.12572193283123
86.44701327144264,228.17299116338685
86.15101578982899,230.4213585551058
84.7986789839858,229.8568773010086
84.4789754014402,232.10407733411935
81.43792903880178,226.8234196767853
74.10512274989713,209.26641102246361
79.78513615359452,228.46954293505377
74.5551073706889,216.52375381224354
74.57395595033351,219.6877900428645
68.22050112709479,203.88958586933285
64.19858032916865,194.68832087138478
67.36570477373854,207.33032055234347
63.10690989879825,197.14593052615862
61.04327729936743,193.60454100189006
59.90139814506533,192.91402878035169
59.35145605871556,194.1298654604962
59.6566275037565,198.21727168659658
59.35920704311986,200.39332458745235
60.163238016663286,206.41071869297468
57.88384472156982,201.86495614704697
58.08825627112591,205.96542060108052
53.447675215651394,192.7260906417246
54.71049260725874,200.6757633563931
54.35199947152935,202.84442352070434
52.70260327854422,200.1785093551862
52.579800851432715,203.3110044794026
50.95373165700158,200.63079830929817
48.86822291113287,195.99973670775128
48.25023614221314,197.18244017209207
49.49041713745196,206.14242312430744
46.98608013909492,199.54274798439195
46.11496614049231,199.74586328097323
45.02227674438622,198.96983338373659
43.93724162943489,198.18808944534646
43.072067447758606,198.3779146119238
42.62189661764069,200.52025815043015
43.57933474399797,209.51573111170094
41.468530358777016,203.82433856113255
40.773877301370824,204.98412360427517
39.87908003369789,205.16008134056176
38.42395141779932,202.38478193145502
38.08722482785882,205.5002756808665
37.19020100403293,205.66450580807478
35.945172777054594,203.85520487352707
35.055347296748124,204.0101042250221
34.82504483660297,208.10626192435583
33.91668134240731,208.25623334420894
32.3819342633278,204.4514865031935
30.272553851793443,196.68394058308436
28.675025759144447,191.86907749221186
28.98550964221822,199.90958013757339
27.55627399009296,196.07307761083092
26.70048419419717,196.19144768260267
26.235764636230392,199.2804171361359
24.861196919758456,195.42497508690386
23.642652620598614,192.55395341841646
22.684717709362676,191.66221219230079
23.65947167749253,207.65651783640678
22.42657621950469,204.77560567379786
20.905692653530693,198.90437907365467
20.037612322415264,198.99370365018234
19.264996256565038,200.07463587180294
18.666330207334113,203.144205225231
17.77977152052226,203.2237184107161
17.058490747514096,205.29249351453885
15.613360049841155,198.38654941289246
14.82169803907987,199.45003701989714
13.811781801336796,197.51768195144518
12.753610199877894,194.58249003152767
11.84341666976224,193.63815089384218
11.225171937548762,197.68155077035507
10.467191248588794,199.72590695091478
9.595625704268782,199.76967729699012
8.811116247797873,201.80774075953528
7.969742599090939,202.84349435686676
7.154396824012721,204.87511953891462
6.290933721223455,205.90391971236286
5.235389661574628,199.93146499511144
4.362977006912232,199.95240541598181
3.525386100331287,201.96923442159104
2.6310087098402595,200.9827798423754
1.7540336351731531,200.99234653589843
0.8682985476645699,198.99810566342617
1.2185235651516165e-14,199.0
-0.8639352383797991,197.99811518270542
-1.7278540286780515,197.99246076670593
-2.7357254744109905,208.98209446296747
-3.647552945392247,208.96816828768578
-4.406606776981329,201.95192947014164
-5.28774355819035,201.93077964506256
-6.168779668384185,201.905785349016
-7.154396824012696,204.87511953891462
-8.087522046368122,205.84118146558893
-9.203690734085873,210.799174753772
-10.075406989482241,209.75816116183964
-10.571863161074656,201.72316602042392
-12.529106051506421,220.64455919317408
-12.392853525575926,202.621364079639
-13.015222716798442,198.57392572448208
-14.021051222569191,200.51037410222466
-14.821698039079845,199.45003701989714
-16.633328294303112,211.34647475142313
-15.899175842343212,191.3405764795702
-15.33941072358785,175.3302668641472
-15.097767079461395,164.3078130498192
-16.19793217591785,168.22195752405324
-19.135919767906554,190.03898698592414
-900.332829932215,1440.8337153697678
-848.9806948217379,1345.5529643310213
-855.3809764881438,1342.6791817341139
-857.9855115896382,1333.8878745615266
-861.6189533937728,1326.7768384896606
-866.3033026414636,1321.3321262394602
-869.8526888518037,1314.2040555778572
-870.5785551417168,1302.9128824780882
-875.1368939317185,1297.4438010486404
-877.412882276612,1288.653418889287
-883.027323365814,1284.8127280617227
-885.7749690746549,1276.8393415621224
-891.3377820895257,1272.962276825093
-895.1521897477492,1266.6110520557643
-894.8632547505582,1254.5520137870878
-899.7444850816487,1249.823932226119
-904.0137180258236,1244.2681373486691
-909.4342391831898,1240.3118013633882
-914.2426232368114,1235.5279947686631
-922.6165340799563,1235.5333791696155
-924.9896905846983,1227.502778942689
-939.4162694425719,1235.3951079337335
-907.0545292229938,1182.0964770339403
-921.9992237318803,1190.7784980582283
-929.6488277417441,1189.8962379461502
-924.9263602688922,1173.2634947358329
-929.4143524999657,1168.433978180654
-932.625973554248,1162.027879808394
-936.4287418821579,1156.393190647973
-943.996350215274,1155.393824970621
-943.9400788922019,1145.0908817473762
-945.0908449273041,1136.3482278045733
-951.9684499457647,1134.5118202592064
-949.8022500751571,1121.9517305803174
-942.9985661754265,1104.1094620512451
-940.6268032987832,1091.6511424974153
-948.0052968912828,1090.5553434219057
-954.0733944497996,1087.9122014220802
-960.1364498646038,1085.236839423264
-961.5331257052046,1077.306849589094
-964.8863343694736,1071.6148383384025
-965.5187354761831,1062.953231071091
-968.1207675132412,1056.5184236489079
-983.5822802772326,1064.033316172308
-1005.2655827321225,1078.0153561866575
-1045.5892432380242,1111.4941000405427
-1066.2612377496246,1123.6049006980338
-1090.5160889686388,1139.1679681682347
-1077.4151325819048,1115.6960303252479
-1090.6464887325458,1119.5799375727347
-1096.9229986292667,1116.2369529262942
-1100.3750143246787,1110.019742099195
-1103.7936854322006,1103.7936854322008
-1121.3827081091677,1111.6392499159738
-1127.648960112761,1108.1375468580645
-1121.7288434030086,1092.7398601120713
-1122.1700885282958,1083.6670579160354
-1099.437950254948,1052.4828709006142
-1101.8436695676648,1045.610600478812
-1081.6308902753642,1017.4967406346436
-1073.6272339769423,1001.1735925717479
-1088.2659589836862,1005.9827048798196
-1099.2805091838948,1007.3049995549496
-1105.1456643378403,1003.8436434999594
-1119.919251994433,1008.3798237827996
-1118.3400052174875,998.1566173352506
-1112.1992453716682,983.9907716003701
-1117.2339539137602,979.7878812387024
-1116.9701787297026,970.9673629059507
-1128.01426174785,971.9592714169936
-1129.963264881646,965.0797998186531
-1131.8737526874904,958.2018618105152
-1119.9569758399457,939.7554853617207
-1090.9865597122389,907.3639438104498
-1087.2190379932977,896.2342123713693
-1064.015492968923,869.3371214448972
-1074.7928646949908,870.3501008219251
-1074.680817701991,862.5225446696336
-1074.5209993583644,854.7125961034518
-1074.3135614448593,846.9205226558527
-1070.1186033979284,836.0682834922441
-1083.2447160290656,838.7376736471956
-1086.894076198992,834.0031577419476
-1098.4827634977783,835.3057034991944
-1109.3047234556898,835.9210671581949
-1118.5503225167206,835.2611423966403
-1121.3803205610182,829.777787518121
-1123.3773337446034,823.69434017047
-1126.9606731643016,818.7848564434153
-1065.5966383200612,767.1198109819513
-1056.7219428265023,753.7524365127999
-1052.6509646034042,743.9401499579942
-1063.2593534871114,744.5022143836576
-1064.032784635102,738.1458075622126
-1063.9469095110223,731.2304518699592
-1063.8210071266917,724.3299419435534
-1074.432694031334,724.714002898088
-1078.4160871564013,720.574592226424
-1082.3837970431841,716.4142069350517
-1088.0082887579351,713.3294916054078
-1091.9490794649419,709.1200235895656
-1104.2842240222474,710.2994809061762
-1109.9031426897577,707.0862845844201
-1107.0577186105008,698.5014013335357
-1112.6391021572308,695.2540746739649
-1108.859301394214,686.1829564420376
-1102.4637325098413,675.590644177722
-1101.1264894267551,668.1799565107515
-1101.4599814022142,661.8239262594199
-1110.3530836598768,660.5906672115514
-1108.9167294882436,653.2018731304262
-1111.7562951980572,648.3571084575925
-1110.2445676516504,640.9999999999999
-1107.8216872881453,633.172258689566
-1108.8331566274321,627.3476155718172
-1106.324936968307,619.5717342181388
-1109.8924083598931,615.2234080926019
-1095.031717878677,600.7549723803152
-1090.612036813499,592.1540214821744
-1087.900061683651,584.5497889732817
-1089.557329587916,579.3279084777892
-1090.3047693544675,573.6370890405375
-1105.2154981400643,575.3387720908522
-1090.8240326029986,561.8112938485058
-1101.2840638968225,561.1322576780799
-1109.0798477166322,559.0222637684942
-1106.1388709401028,551.5004970037239
-1106.7409630513373,545.7842437302476
-1100.1239126701805,536.5662836698306
-1091.6462660589764,526.5476519741536
-1097.5437057694305,523.5014937188868
-1107.9575531816006,522.5467063792868
-1104.7891923976763,515.1716610619127
-1112.4753879357247,512.8581784833492
-1099.233215218864,500.9494371287369
-1098.6732625103916,494.91621739924005
-1092.6003673405505,486.4570251186573
-1107.526889734531,487.32349472907214
-1110.5597500803851,482.88512246847307
-1111.7373642801667,477.64006622496356
-1091.7187561945943,463.4071183882787
-1084.5083426844515,454.7720908849009
-1079.091293973183,446.974249002425
-1076.4036061724296,440.3683419808795
-1076.4604551520401,434.9182549558741
-1060.7005093797375,423.176593636233
-1055.0935220916158,415.61239110535297
-1057.8289316359762,411.3671734520015
-1043.7429168238716,400.65536759164564
-1048.286570058019,397.1602535954397
-1070.6163123109184,400.2870367795714
-1076.1054623030893,396.9962644678843
-1076.8877434206508,391.95508425121653
-1072.9406573922624,385.2250585237927
-1069.8980923896224,378.8707852303303
-1050.7710796971687,366.94568817748234
-1062.762878973632,365.938605609844
-1057.7209546460329,359.0478827436317
-1055.4842282445,353.16008257886756
-1060.8139239674965,349.8039718423481
-1062.3301287016866,345.1719827168164
-1068.5880871997583,342.05774350942806
-1064.3481170350212,335.58767224676905
-1056.2520585696484,327.9749819229815
-1062.4545838749325,324.82496394696034
-1067.692067297368,321.3388389695097
-1069.0840043780352,316.6771093448737
-1063.735238659609,310.0505475463395
-1065.0779590996574,305.4061902452351
-1066.4004019906413,300.75601845050215
-1064.8116507955283,295.298405566474
-1057.406906916379,288.28221104594036
-1062.518408917975,284.7009496127731
-1062.7834868664233,279.80754107787493
-1060.121666214028,274.16610443961326
-1064.2155388580163,270.27631574583455
-1066.3550031773202,265.87216326403484
-1069.4476188644007,261.6921674511164
-1067.6621725966488,256.32300951378426
-1074.610701340335,253.03723157834517
-1070.8327011989734,247.22120872390786
-1072.876552559364,242.76717852365124
-1065.1389437678472,236.1356188064701
-1061.2729816184692,230.42495196190077
-1062.268294396913,225.79209622808662
-1062.2643376457734,220.95129998709282
-1057.3387562858752,215.11800123615583
-1061.2096733962953,211.08772842145066
-1061.1389853069247,206.2645240020451
-1060.063979145825,201.25943485342466
-1060.9320452615068,196.6321320060274
-1066.7001162485792,192.89080329364458
-1071.4708352772823,188.92921730162013
-1063.414987723666,182.72811465309778
-1064.2021640586727,178.08636672367118
-1072.8650504509721,174.7271688113588
-1071.6418495457244,169.73139456865061
-1064.4653467737783,163.83688692654022
-1059.2359896606129,158.3038793198132
-1061.895938057506,153.96758339653545
-1062.557637759705,149.3327373301501
-1055.2721807170296,143.61624074151513
-1051.9229979176127,138.48828994547472
-1052.5172516101775,133.89710625311565
-1059.0467438012906,130.03458941329242
-1059.6040435709062,125.41240308751266
-1059.1475981512422,120.67462587658875
-1063.640281897882,116.48755609160209
-1055.187730985738,110.90469952698061
-1059.641471937221,106.70028561686135
-1063.083139856147,102.36326369159914
-1056.549028156716,97.08321740187013
-1060.947353467709,92.82086602625597
-1063.3353911651116,88.35635741552187
-1060.7200430920482,83.48047785442715
-1063.0686973160518,78.99965054829553
-1072.381354029311,74.98820927493495
-1065.7133300188286,69.85054201779285
-1072.9949083035071,65.627179999971
-1074.2694375197073,61.00143941819435
-1074.5253793959214,56.31348891740754
-1069.7666219253822,51.38457564635963
-1070.9796935357515,46.759983255640265
-1070.1742978138143,42.04726267796237
-1071.3469665644707,37.412260465081225
-1071.5000093769563,32.73728616092989
-1073.6319670237485,28.114042482656057
-1076.7437031650622,23.49463118222243
-1065.8376430367132,18.604265262144146
-1065.9086731938914,13.953508879053382
-1066.9593719094707,9.311213376765014
-1075.9897572555103,4.69492079038715
-1085.0,1.328741777074878e-13
-1084.9896715819968,-4.734190573950083
-1073.95910537092,-9.372299125253367
-1069.9083305041875,-14.005867261338498
-1073.8364245979642,-18.743884513642627
-1073.7444170838223,-23.429186527118485
-1077.6305963236507,-28.218750275887285
-1081.4953452853235,-33.04267129302785
-1081.3408748346617,-37.761255432105976
-1082.165046248703,-42.51838046707141
-1081.9692239731519,-47.2397965166587
-1086.7470444956264,-52.20020383122222
-1087.5075633477309,-56.993856348565544
-1087.248529236953,-61.738445656517996
-1083.9743910861475,-66.29871393485465
-1089.661944176555,-71.420217119316
-1084.352122632429,-75.82528695986417
-1087.0027017584393,-80.77825431298534
-1081.655307100444,-85.12811886471162
-1085.2598322200622,-90.17813798079058
-1072.9016898448099,-93.86673493922761
-1072.4819069979108,-98.54724330048433
-1078.0140828316546,-103.8009499794027
-1083.520716375243,-109.10479909555092
-1081.045300265313,-113.62243957193935
-1079.5451833094392,-118.22942608923326
-1076.0383196977443,-122.59908051064289
-1086.4168919086894,-128.58591281887448
-1082.8678514406824,-132.95945365501572
-1081.2853951508894,-137.55687635805444
-1077.700564313332,-141.8819709431958
-1083.0164258438622,-147.39206678917915
-1085.333803340761,-152.5337186522318
