Acceleration(X),Acceleration(Y),Acceleration(Z),Gyroscope(X),Gyroscope(Y),Gyroscope(Z),Euler_Angles(Pitch),Euler_Angles(Roll),Euler_Angles(Yaw),Magnetometer(X),Magnetometer(Y),Magnetometer(Z)
0.003,-0.066,0.996,-0.034,-0.007,-0.063,-0.08,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.998,-0.035,-0.083,-0.002,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.995,0.014,0.1,0.059,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.068,0.997,-0.066,-0.098,-0.032,-0.09,-3.83,-3.66,42,-50,-7
0.0,-0.067,0.995,-0.063,0.07,-0.048,-0.09,-3.83,-3.66,42,-50,-7
0.005,-0.066,0.996,0.027,-0.023,-0.002,-0.09,-3.83,-3.66,42,-50,-7
0.0,-0.065,0.995,-0.032,0.07,-0.002,-0.09,-3.83,-3.66,41,-50,-7
0.001,-0.067,0.996,0.089,0.037,-0.002,-0.09,-3.84,-3.66,42,-50,-7
0.001,-0.065,0.998,0.028,0.053,0.013,-0.09,-3.84,-3.66,42,-50,-7
0.004,-0.068,0.999,0.013,0.023,-0.002,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.069,0.997,0.011,-0.069,-0.063,-0.09,-3.83,-3.66,42,-50,-7
0.0,-0.066,0.996,-0.018,0.024,0.028,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.069,0.998,-0.003,-0.023,-0.032,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.998,-0.003,-0.007,-0.048,-0.09,-3.83,-3.66,42,-50,-7
-0.003,-0.067,0.998,0.011,-0.084,0.044,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.997,-0.018,0.039,-0.017,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.995,-0.003,-0.007,-0.017,-0.09,-3.84,-3.66,42,-50,-7
-0.0,-0.065,0.997,0.027,-0.008,-0.032,-0.09,-3.83,-3.66,41,-50,-7
0.003,-0.067,0.998,-0.049,-0.037,-0.048,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.997,-0.02,-0.129,-0.001,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.996,-0.019,-0.037,0.013,-0.09,-3.83,-3.66,42,-49,-8
0.003,-0.065,0.999,-0.078,0.086,-0.018,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.998,0.074,0.053,0.013,-0.09,-3.83,-3.66,41,-50,-7
0.002,-0.064,0.995,0.058,-0.008,-0.017,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.996,-0.049,-0.007,-0.017,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.069,0.997,-0.094,0.055,-0.018,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.996,0.025,-0.161,-0.047,-0.09,-3.83,-3.66,42,-50,-7
0.003,-0.066,0.999,-0.004,-0.038,0.044,-0.08,-3.83,-3.66,42,-50,-7
0.003,-0.068,0.996,0.041,-0.115,-0.078,-0.09,-3.83,-3.66,42,-50,-7
0.003,-0.066,0.997,-0.017,0.054,-0.033,-0.09,-3.83,-3.66,42,-50,-7
-0.0,-0.066,0.996,0.043,0.023,-0.017,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.068,0.997,-0.002,0.084,-0.002,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.997,-0.017,0.085,0.074,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.997,0.059,0.083,0.013,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.996,-0.034,-0.037,-0.002,-0.09,-3.83,-3.66,42,-50,-7
0.003,-0.064,0.997,0.026,-0.13,-0.001,-0.09,-3.83,-3.66,42,-50,-7
0.003,-0.065,0.996,-0.033,0.039,-0.063,-0.09,-3.83,-3.66,42,-50,-7
-0.0,-0.068,0.997,-0.034,-0.053,-0.078,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.067,1.0,-0.004,-0.038,0.013,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.068,0.997,0.059,0.084,0.059,-0.09,-3.83,-3.66,42,-50,-7
-0.0,-0.067,0.996,0.057,-0.054,0.014,-0.09,-3.83,-3.66,42,-50,-7
0.003,-0.065,0.996,0.027,-0.038,-0.017,-0.09,-3.83,-3.66,42,-50,-7
-0.001,-0.068,0.996,-0.033,0.009,-0.002,-0.09,-3.83,-3.66,42,-50,-7
0.003,-0.066,0.995,0.012,-0.038,-0.093,-0.09,-3.83,-3.66,42,-50,-7
0.004,-0.066,0.996,0.028,-0.095,-0.075,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.996,-0.001,0.044,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.068,0.997,-0.017,0.014,0.047,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.995,0.027,-0.109,0.017,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.996,0.029,-0.018,0.016,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.068,0.997,-0.016,0.059,0.016,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.998,-0.032,0.029,-0.03,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.997,0.014,0.028,-0.03,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.996,-0.063,-0.001,0.047,-0.09,-3.82,-3.66,41,-50,-7
0.0,-0.065,0.997,0.075,0.012,0.047,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.997,0.03,0.058,0.001,-0.09,-3.82,-3.66,42,-50,-7
-0.001,-0.068,0.997,-0.047,0.014,0.047,-0.09,-3.82,-3.66,42,-50,-7
0.0,-0.067,0.996,0.06,0.012,0.031,-0.09,-3.83,-3.66,42,-50,-8
0.0,-0.065,0.996,0.137,0.041,-0.03,-0.09,-3.82,-3.66,42,-50,-7
0.003,-0.068,0.995,0.012,-0.125,0.001,-0.09,-3.82,-3.66,42,-50,-7
0.003,-0.067,0.997,0.014,-0.003,-0.014,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.997,0.014,0.013,0.031,-0.09,-3.82,-3.66,41,-49,-7
0.003,-0.067,0.997,-0.001,0.028,-0.014,-0.09,-3.82,-3.66,42,-50,-7
-0.001,-0.066,0.996,0.013,-0.048,-0.045,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.996,-0.017,0.013,0.001,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.998,0.043,-0.064,0.017,-0.09,-3.83,-3.66,41,-50,-7
0.004,-0.067,0.995,-0.064,-0.078,-0.014,-0.09,-3.83,-3.66,42,-50,-8
0.001,-0.067,0.999,0.014,0.013,-0.045,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.997,-0.0,0.074,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.997,-0.078,0.03,0.031,-0.09,-3.83,-3.66,42,-50,-8
0.003,-0.067,0.997,-0.124,-0.046,-0.045,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.998,0.044,-0.018,0.032,-0.08,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.994,0.027,-0.094,0.001,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.064,0.997,-0.033,-0.078,-0.014,-0.09,-3.82,-3.66,42,-50,-7
0.0,-0.068,0.995,-0.001,0.043,-0.045,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.068,0.997,-0.093,-0.016,0.001,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.997,0.029,-0.018,-0.045,-0.09,-3.82,-3.66,42,-50,-7
0.0,-0.066,0.998,0.013,-0.048,-0.045,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.996,-0.002,-0.017,0.001,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.996,0.028,-0.033,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.997,-0.001,0.044,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.997,-0.016,0.028,-0.03,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.997,0.03,0.043,0.031,-0.09,-3.82,-3.66,41,-50,-7
0.003,-0.067,0.997,0.062,0.18,0.046,-0.09,-3.82,-3.66,41,-50,-7
-0.0,-0.066,0.997,0.014,0.044,0.047,-0.09,-3.82,-3.66,42,-49,-7
0.001,-0.066,0.996,-0.032,-0.017,0.001,-0.09,-3.82,-3.66,42,-49,-7
0.003,-0.066,0.997,0.013,-0.064,-0.045,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.064,0.997,-0.032,-0.017,0.047,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.068,0.995,-0.015,0.09,0.046,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.068,0.996,-0.047,-0.001,0.093,-0.09,-3.83,-3.66,42,-50,-7
0.003,-0.068,0.996,-0.032,0.029,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.004,-0.067,0.997,0.013,-0.033,0.001,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.064,0.996,-0.062,0.059,-0.076,-0.09,-3.83,-3.66,42,-49,-7
0.002,-0.066,0.995,-0.046,0.075,-0.015,-0.09,-3.83,-3.66,42,-50,-7
0.0,-0.066,0.997,-0.017,-0.017,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.065,0.997,0.027,-0.11,-0.044,-0.09,-3.83,-3.66,42,-50,-8
0.001,-0.066,0.998,0.013,-0.018,0.032,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.999,0.045,0.073,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.998,-0.002,-0.048,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.996,-0.046,0.06,0.062,-0.09,-3.83,-3.66,42,-50,-7
-0.0,-0.068,0.995,-0.062,0.06,0.031,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.998,0.012,-0.109,0.017,-0.09,-3.83,-3.66,42,-50,-7
0.0,-0.066,0.997,0.001,0.15,-0.015,-0.09,-3.83,-3.66,42,-50,-7
0.0,-0.068,0.996,-0.017,-0.033,-0.014,-0.09,-3.83,-3.66,42,-50,-6
0.003,-0.067,0.994,0.014,0.028,0.047,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.994,0.013,-0.048,-0.029,-0.09,-3.83,-3.66,42,-49,-6
0.002,-0.067,0.996,-0.046,0.06,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.069,0.997,0.044,-0.019,-0.075,-0.09,-3.83,-3.66,42,-50,-7
-0.0,-0.065,0.995,-0.016,0.029,0.062,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.065,0.997,-0.031,0.044,-0.015,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.996,0.075,0.043,0.031,-0.09,-3.83,-3.66,42,-50,-7
-0.001,-0.067,0.997,0.013,-0.048,0.032,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.998,-0.002,-0.003,-0.091,-0.09,-3.83,-3.66,42,-50,-7
-0.0,-0.066,0.998,0.029,0.028,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.996,0.044,-0.018,-0.014,-0.09,-3.83,-3.66,42,-49,-7
0.0,-0.067,0.996,-0.0,0.074,-0.045,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.996,-0.001,0.029,0.047,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.065,0.997,-0.002,-0.002,-0.014,-0.09,-3.83,-3.66,42,-50,-7
0.0,-0.069,0.998,-0.077,0.06,-0.03,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.996,-0.002,-0.002,0.001,-0.09,-3.83,-3.66,42,-50,-7
0.004,-0.065,0.997,-0.016,0.044,0.001,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.995,0.015,0.089,0.001,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.997,-0.002,-0.033,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.069,0.997,0.043,-0.079,-0.029,-0.08,-3.83,-3.66,42,-50,-7
0.004,-0.067,0.995,-0.062,0.045,0.016,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.997,0.013,-0.049,-0.075,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.995,0.029,-0.002,0.077,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.997,-0.002,-0.018,-0.045,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.997,-0.032,0.014,0.031,-0.08,-3.83,-3.66,42,-50,-7
0.004,-0.064,0.997,-0.018,-0.063,0.047,-0.08,-3.83,-3.66,42,-50,-7
0.003,-0.067,0.995,-0.016,0.059,0.016,-0.08,-3.82,-3.66,42,-50,-7
0.003,-0.065,0.992,0.014,-0.002,0.001,-0.08,-3.82,-3.66,42,-50,-7
0.002,-0.065,0.996,-0.018,-0.093,0.017,-0.08,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.998,0.014,0.028,-0.014,-0.08,-3.82,-3.66,42,-50,-7
0.003,-0.065,0.996,-0.031,0.044,-0.03,-0.08,-3.82,-3.66,42,-50,-7
0.003,-0.067,0.996,0.029,0.028,0.016,-0.08,-3.83,-3.66,42,-49,-7
0.002,-0.064,0.995,0.045,0.073,0.016,-0.08,-3.83,-3.66,42,-49,-7
0.002,-0.067,0.999,0.013,-0.048,0.001,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.068,0.996,0.043,-0.064,-0.045,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.068,0.996,0.013,-0.033,0.032,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.999,-0.062,0.044,-0.015,-0.08,-3.83,-3.66,42,-50,-6
0.001,-0.065,0.998,-0.001,0.013,0.001,-0.08,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.996,-0.016,0.044,-0.045,-0.08,-3.83,-3.66,42,-50,-7
0.0,-0.068,0.996,0.06,0.027,-0.045,-0.08,-3.83,-3.66,42,-50,-7
-0.0,-0.068,0.996,0.061,0.089,0.046,-0.08,-3.83,-3.66,42,-49,-7
0.003,-0.066,0.996,0.012,-0.081,-0.015,-0.08,-3.83,-3.66,42,-50,-7
0.002,-0.065,0.996,0.028,-0.035,-0.03,-0.08,-3.83,-3.66,42,-50,-7
0.003,-0.066,0.998,-0.015,0.103,0.015,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.996,0.09,0.025,-0.015,-0.08,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.996,-0.016,0.042,-0.015,-0.08,-3.84,-3.66,42,-50,-7
0.0,-0.066,0.998,-0.032,-0.004,-0.015,-0.08,-3.84,-3.66,42,-50,-7
0.003,-0.071,0.996,-0.017,0.011,-0.015,-0.08,-3.84,-3.66,42,-50,-7
0.004,-0.067,0.996,-0.063,-0.003,0.016,-0.08,-3.83,-3.66,42,-50,-7
0.0,-0.064,0.998,0.028,-0.05,0.016,-0.08,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.998,-0.016,0.042,0.015,-0.08,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.995,-0.001,0.011,0.0,-0.08,-3.84,-3.66,42,-50,-7
0.002,-0.066,0.997,0.075,-0.005,0.016,-0.08,-3.84,-3.66,42,-50,-7
0.003,-0.067,0.998,-0.002,-0.035,-0.076,-0.08,-3.83,-3.66,42,-50,-7
-0.0,-0.067,0.997,0.013,-0.065,0.031,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.995,-0.032,-0.004,0.031,-0.09,-3.83,-3.66,42,-50,-7
0.0,-0.068,0.996,-0.064,-0.065,-0.045,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.998,0.029,-0.02,0.062,-0.09,-3.83,-3.66,42,-50,-7
0.003,-0.069,0.995,-0.017,-0.034,0.062,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.069,0.997,-0.032,0.027,0.046,-0.09,-3.83,-3.66,41,-49,-7
0.002,-0.068,0.997,-0.016,0.057,0.0,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.065,0.994,-0.047,0.027,-0.015,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.998,-0.078,-0.003,0.031,-0.08,-3.83,-3.66,42,-50,-7
0.003,-0.067,0.994,-0.016,0.027,0.0,-0.08,-3.83,-3.66,42,-50,-7
0.001,-0.064,0.995,0.03,0.071,-0.031,-0.08,-3.83,-3.66,42,-50,-7
0.004,-0.068,0.997,0.014,0.026,-0.015,-0.09,-3.83,-3.66,42,-50,-7
-0.0,-0.068,0.995,-0.061,0.134,-0.016,-0.09,-3.83,-3.66,42,-50,-7
0.003,-0.069,0.998,0.015,0.103,0.046,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.068,0.996,-0.003,-0.096,0.001,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.999,-0.001,0.042,0.077,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.997,-0.018,-0.05,-0.061,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.065,0.998,0.059,-0.005,0.077,-0.09,-3.83,-3.66,42,-50,-7
0.002,-0.065,0.999,-0.0,0.103,0.015,-0.09,-3.83,-3.66,42,-49,-7
0.002,-0.066,0.995,0.013,-0.035,-0.015,-0.09,-3.83,-3.66,42,-49,-7
0.001,-0.067,0.995,0.043,-0.051,0.001,-0.09,-3.83,-3.66,42,-50,-7
