Acceleration(X),Acceleration(Y),Acceleration(Z),Gyroscope(X),Gyroscope(Y),Gyroscope(Z),Euler_Angles(Pitch),Euler_Angles(Roll),Euler_Angles(Yaw),Magnetometer(X),Magnetometer(Y),Magnetometer(Z)
-0.006,-0.01,0.997,-0.031,0.058,0.024,0.36,-0.56,-41.53,43,-26,-11
-0.007,-0.008,1.0,0.029,-0.02,-0.052,0.36,-0.56,-41.53,43,-26,-11
-0.005,-0.008,0.997,0.014,0.011,-0.052,0.36,-0.56,-41.53,43,-26,-10
-0.004,-0.01,0.999,0.013,-0.08,-0.036,0.36,-0.56,-41.53,43,-26,-10
-0.007,-0.008,0.998,0.012,-0.126,0.01,0.36,-0.56,-41.53,43,-26,-11
-0.005,-0.011,0.999,-0.016,0.058,-0.022,0.36,-0.56,-41.53,43,-26,-11
-0.006,-0.009,0.999,-0.062,0.012,-0.037,0.36,-0.57,-41.53,43,-26,-10
-0.006,-0.009,1.0,0.044,-0.02,-0.052,0.36,-0.57,-41.53,43,-26,-10
-0.006,-0.009,1.0,0.029,0.012,0.085,0.36,-0.56,-41.53,43,-26,-10
-0.005,-0.011,0.997,-0.004,-0.172,-0.067,0.36,-0.56,-41.53,43,-26,-11
-0.004,-0.009,1.0,-0.062,0.058,0.009,0.36,-0.56,-41.53,43,-26,-11
-0.006,-0.012,1.0,-0.002,-0.034,0.009,0.36,-0.56,-41.53,43,-26,-11
-0.007,-0.01,0.996,0.03,0.072,0.024,0.36,-0.56,-41.53,44,-26,-10
-0.007,-0.01,0.999,0.06,0.041,0.009,0.36,-0.56,-41.53,43,-26,-10
-0.007,-0.011,0.999,-0.078,-0.002,0.04,0.36,-0.56,-41.53,43,-26,-11
-0.007,-0.009,0.999,0.06,-0.004,0.055,0.36,-0.56,-41.53,43,-26,-11
-0.007,-0.008,0.998,-0.017,-0.049,-0.052,0.36,-0.56,-41.53,43,-26,-11
-0.008,-0.011,1.001,-0.034,-0.11,0.055,0.36,-0.56,-41.53,43,-26,-11
-0.009,-0.01,0.999,-0.016,0.042,-0.037,0.36,-0.56,-41.53,43,-26,-11
-0.005,-0.01,0.999,0.016,0.149,0.024,0.36,-0.56,-41.53,43,-26,-11
-0.009,-0.009,0.997,-0.078,-0.002,-0.006,0.36,-0.56,-41.53,43,-26,-11
-0.006,-0.008,1.0,0.027,-0.157,-0.006,0.36,-0.56,-41.53,43,-26,-11
-0.008,-0.01,0.997,-0.016,0.073,-0.007,0.36,-0.56,-41.53,43,-26,-11
-0.007,-0.007,0.999,-0.046,0.058,0.009,0.36,-0.56,-41.53,43,-26,-11
-0.005,-0.008,0.999,-0.032,-0.019,-0.037,0.36,-0.56,-41.53,43,-26,-10
-0.009,-0.01,0.997,-0.033,-0.049,0.025,0.36,-0.56,-41.53,43,-26,-11
-0.006,-0.008,0.997,-0.063,-0.017,0.116,0.36,-0.56,-41.53,43,-26,-10
-0.007,-0.011,0.999,0.028,-0.065,-0.006,0.36,-0.56,-41.53,43,-26,-10
-0.006,-0.012,0.999,0.045,0.057,0.009,0.36,-0.56,-41.53,43,-27,-10
