Acceleration(X),Acceleration(Y),Acceleration(Z),Gyroscope(X),Gyroscope(Y),Gyroscope(Z),Euler_Angles(Pitch),Euler_Angles(Roll),Euler_Angles(Yaw),Magnetometer(X),Magnetometer(Y),Magnetometer(Z)
0.003,-0.067,0.997,0.055,0.06,0.016,-0.09,-3.82,-3.66,42,-49,-7
0.001,-0.067,0.999,-0.037,0.046,0.047,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.065,0.996,-0.036,0.061,-0.015,-0.09,-3.82,-3.66,42,-50,-7
0.003,-0.065,0.994,-0.007,0.015,-0.014,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.999,-0.037,0.046,-0.015,-0.09,-3.82,-3.66,41,-49,-7
0.002,-0.064,0.997,0.007,-0.092,-0.014,-0.09,-3.82,-3.66,42,-50,-7
-0.0,-0.068,0.997,0.009,0.014,-0.091,-0.09,-3.82,-3.66,41,-50,-7
0.002,-0.067,0.994,-0.038,-0.06,0.123,-0.09,-3.82,-3.66,42,-50,-7
0.003,-0.065,0.997,0.053,-0.062,0.001,-0.09,-3.82,-3.66,42,-50,-7
-0.0,-0.066,0.998,-0.008,-0.077,0.001,-0.09,-3.82,-3.66,41,-50,-7
0.001,-0.067,0.995,-0.037,0.016,0.031,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.995,0.009,0.06,-0.015,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.068,0.997,-0.023,-0.03,0.032,-0.09,-3.82,-3.66,42,-49,-8
0.003,-0.066,0.998,0.04,0.029,-0.06,-0.09,-3.83,-3.66,42,-50,-7
0.001,-0.068,0.996,0.069,-0.032,0.093,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.996,-0.007,0.015,0.031,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.996,0.024,-0.001,0.031,-0.09,-3.82,-3.66,42,-50,-7
-0.0,-0.067,0.997,-0.053,-0.046,-0.029,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.069,0.995,0.024,-0.016,0.077,-0.1,-3.82,-3.66,42,-49,-7
0.001,-0.069,0.998,-0.023,-0.046,0.032,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.997,-0.023,-0.061,-0.045,-0.1,-3.82,-3.66,42,-50,-7
-0.0,-0.067,0.995,0.04,0.045,0.001,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.065,0.995,-0.02,0.103,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.065,0.999,0.053,-0.097,-0.018,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.067,0.998,0.023,-0.05,-0.033,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.998,-0.036,0.088,-0.034,-0.09,-3.82,-3.66,42,-50,-7
-0.001,-0.067,0.997,-0.008,-0.065,-0.003,-0.09,-3.82,-3.66,42,-50,-8
0.002,-0.067,0.997,0.025,0.057,0.012,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.996,0.008,-0.004,0.028,-0.1,-3.82,-3.66,42,-50,-8
0.001,-0.067,0.997,-0.005,0.088,0.012,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.068,0.996,-0.068,-0.033,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.064,0.995,0.008,-0.035,-0.018,-0.1,-3.82,-3.66,42,-49,-7
0.003,-0.065,0.998,-0.051,0.104,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.066,0.995,0.04,0.057,0.058,-0.1,-3.82,-3.66,42,-49,-7
0.003,-0.067,0.996,-0.038,-0.034,0.028,-0.1,-3.82,-3.66,42,-49,-7
0.002,-0.065,0.997,-0.006,0.072,0.012,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.996,-0.083,-0.003,-0.018,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.996,-0.02,0.134,0.027,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.999,0.038,-0.066,-0.064,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.065,0.999,-0.009,-0.141,-0.018,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.065,0.998,-0.068,-0.003,0.012,-0.09,-3.82,-3.66,41,-50,-7
0.004,-0.067,0.997,-0.006,0.072,-0.003,-0.09,-3.82,-3.66,42,-50,-7
0.0,-0.065,0.995,-0.023,-0.096,-0.064,-0.09,-3.82,-3.66,42,-49,-7
0.003,-0.065,0.999,0.009,0.057,-0.003,-0.09,-3.82,-3.66,42,-50,-7
0.003,-0.066,0.997,-0.006,0.042,0.012,-0.09,-3.82,-3.66,42,-50,-7
0.003,-0.069,0.997,0.008,-0.02,-0.064,-0.09,-3.82,-3.66,42,-49,-7
0.002,-0.068,0.995,-0.068,-0.018,-0.018,-0.09,-3.82,-3.66,42,-50,-7
0.0,-0.066,0.995,0.024,0.026,-0.034,-0.09,-3.82,-3.66,42,-49,-7
0.001,-0.067,0.998,-0.083,-0.018,-0.003,-0.09,-3.82,-3.66,42,-49,-7
0.004,-0.065,0.998,0.009,0.042,0.027,-0.09,-3.82,-3.66,42,-50,-7
0.004,-0.066,0.995,-0.082,0.074,-0.019,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.998,0.04,0.057,0.012,-0.09,-3.82,-3.66,42,-50,-7
0.002,-0.069,0.999,-0.008,-0.065,0.013,-0.09,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.998,0.009,0.042,0.058,-0.09,-3.82,-3.66,42,-49,-7
0.002,-0.067,0.995,0.007,-0.096,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.999,0.009,0.057,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.068,0.997,-0.006,0.027,-0.003,-0.1,-3.82,-3.66,42,-49,-7
0.004,-0.066,0.997,0.039,-0.005,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.994,-0.083,-0.018,-0.033,-0.09,-3.82,-3.66,42,-50,-7
0.0,-0.069,0.998,-0.006,0.057,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.068,0.996,0.039,-0.035,0.012,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.998,-0.007,-0.034,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.994,-0.053,-0.034,-0.095,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.997,-0.021,0.073,0.027,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.066,1.0,-0.039,-0.126,-0.018,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.995,-0.005,0.088,-0.019,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.998,0.009,0.026,-0.049,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.066,0.997,0.038,-0.05,0.013,-0.1,-3.82,-3.66,42,-49,-7
0.002,-0.067,0.997,-0.007,0.012,0.043,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.999,0.009,0.057,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.067,0.998,0.007,-0.096,-0.064,-0.1,-3.82,-3.66,42,-49,-7
0.003,-0.067,0.997,-0.038,-0.019,0.028,-0.09,-3.82,-3.66,42,-49,-8
0.0,-0.066,0.998,-0.007,-0.019,-0.003,-0.1,-3.82,-3.66,42,-49,-7
0.003,-0.066,0.997,-0.068,-0.033,0.012,-0.1,-3.82,-3.66,42,-50,-8
0.003,-0.065,0.997,-0.007,-0.019,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.998,0.025,0.072,0.058,-0.1,-3.82,-3.66,42,-49,-7
0.002,-0.067,0.995,-0.038,-0.019,-0.064,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.998,-0.052,0.027,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.068,0.995,0.007,-0.08,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.997,-0.007,-0.019,0.043,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.998,0.025,0.057,0.027,-0.1,-3.82,-3.66,42,-49,-7
0.001,-0.067,0.997,-0.038,-0.049,0.028,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.068,0.996,-0.04,-0.172,-0.048,-0.1,-3.82,-3.66,42,-50,-7
-0.0,-0.068,0.996,-0.022,-0.019,0.012,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.065,0.998,0.008,-0.035,-0.033,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.995,0.038,-0.096,-0.048,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.067,0.995,0.023,-0.066,-0.018,-0.1,-3.83,-3.66,42,-50,-7
0.002,-0.068,1.0,-0.023,-0.065,-0.033,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.997,0.024,0.026,-0.034,-0.1,-3.83,-3.66,42,-50,-7
0.001,-0.065,0.995,-0.008,-0.111,-0.033,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.068,0.996,0.009,0.042,-0.018,-0.1,-3.83,-3.66,42,-49,-7
-0.0,-0.067,0.998,-0.052,0.043,0.012,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.997,0.008,-0.035,-0.003,-0.1,-3.82,-3.66,42,-49,-7
0.003,-0.067,0.996,-0.038,-0.049,-0.003,-0.1,-3.83,-3.66,42,-50,-7
0.002,-0.065,0.994,0.024,0.026,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.068,0.996,0.025,0.072,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.996,-0.039,-0.08,-0.033,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.997,0.054,-0.05,0.043,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.998,0.009,0.011,0.012,-0.1,-3.83,-3.66,42,-50,-7
-0.0,-0.065,0.997,0.04,0.041,-0.034,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.999,0.009,0.026,0.012,-0.1,-3.82,-3.66,42,-50,-7
0.004,-0.067,0.998,0.053,-0.096,0.043,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.996,-0.035,0.134,0.027,-0.1,-3.83,-3.66,42,-50,-7
0.003,-0.067,0.997,0.025,0.057,0.043,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.997,0.054,-0.036,-0.033,-0.11,-3.82,-3.66,42,-50,-7
0.0,-0.068,0.999,0.04,0.056,-0.018,-0.11,-3.82,-3.66,42,-50,-7
0.0,-0.066,0.998,0.039,-0.035,-0.018,-0.11,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.995,-0.069,-0.064,-0.033,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.998,-0.036,0.058,-0.003,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.995,0.009,0.042,0.027,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.998,-0.022,0.012,0.012,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.996,-0.023,-0.034,-0.018,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.994,0.085,0.01,0.043,-0.1,-3.82,-3.66,42,-50,-7
0.004,-0.065,0.997,0.039,-0.035,0.012,-0.1,-3.82,-3.66,42,-50,-7
0.004,-0.066,0.995,-0.053,-0.018,0.028,-0.1,-3.82,-3.66,42,-50,-7
0.004,-0.063,0.998,-0.036,0.088,0.058,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.065,0.999,-0.128,0.028,-0.018,-0.1,-3.83,-3.66,42,-50,-7
0.001,-0.066,0.994,-0.007,-0.004,-0.003,-0.11,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.997,-0.021,0.057,-0.049,-0.11,-3.82,-3.66,42,-50,-7
0.001,-0.068,0.996,-0.007,-0.004,0.043,-0.11,-3.82,-3.66,42,-50,-7
0.0,-0.067,0.997,0.024,0.011,-0.018,-0.11,-3.83,-3.66,42,-50,-8
0.003,-0.066,0.996,-0.022,-0.004,-0.049,-0.11,-3.83,-3.66,42,-50,-8
0.0,-0.067,0.996,-0.002,0.089,-0.002,-0.11,-3.83,-3.66,42,-50,-8
0.003,-0.067,0.997,0.074,0.057,-0.033,-0.11,-3.83,-3.66,42,-50,-8
0.004,-0.067,0.997,-0.051,-0.078,0.014,-0.11,-3.83,-3.66,42,-50,-7
0.003,-0.066,0.997,-0.034,0.028,-0.033,-0.11,-3.83,-3.66,42,-49,-7
0.001,-0.067,0.995,0.026,-0.049,0.044,-0.11,-3.83,-3.66,42,-50,-7
0.003,-0.067,0.996,-0.019,-0.018,-0.002,-0.11,-3.83,-3.66,42,-50,-7
0.001,-0.065,1.0,0.028,0.042,-0.063,-0.11,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.995,0.012,-0.003,-0.032,-0.11,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.997,-0.005,-0.063,0.044,-0.1,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.995,-0.004,-0.003,-0.094,-0.11,-3.83,-3.66,42,-50,-7
0.001,-0.067,0.997,-0.003,0.043,-0.017,-0.11,-3.82,-3.66,42,-50,-8
0.003,-0.067,0.997,-0.019,-0.002,0.044,-0.11,-3.82,-3.66,42,-50,-8
-0.0,-0.067,0.999,0.041,-0.049,-0.002,-0.11,-3.83,-3.66,42,-50,-7
0.003,-0.066,0.996,-0.034,-0.002,0.029,-0.11,-3.83,-3.66,42,-50,-7
-0.001,-0.066,0.997,0.042,-0.034,0.044,-0.11,-3.83,-3.66,42,-50,-7
0.002,-0.065,0.995,-0.033,0.059,0.013,-0.11,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.994,0.012,-0.003,0.013,-0.11,-3.82,-3.66,42,-50,-7
0.0,-0.066,0.995,-0.033,0.044,-0.048,-0.11,-3.82,-3.66,42,-50,-7
0.002,-0.065,0.994,-0.004,-0.048,0.014,-0.1,-3.82,-3.66,42,-49,-7
0.002,-0.066,0.996,-0.018,0.074,-0.017,-0.1,-3.82,-3.66,42,-49,-7
0.004,-0.066,0.996,-0.035,-0.048,-0.002,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.066,0.997,-0.017,0.089,-0.033,-0.1,-3.82,-3.66,42,-50,-7
0.004,-0.068,0.997,-0.018,0.028,0.013,-0.1,-3.82,-3.66,42,-49,-7
0.003,-0.067,0.996,0.01,-0.018,0.029,-0.1,-3.82,-3.66,42,-49,-7
0.0,-0.066,0.995,-0.005,-0.002,0.044,-0.1,-3.82,-3.66,42,-49,-7
0.004,-0.066,0.996,0.073,0.057,0.014,-0.1,-3.82,-3.66,41,-49,-7
0.002,-0.066,0.996,0.025,-0.064,-0.047,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.997,-0.019,0.028,-0.002,-0.1,-3.82,-3.66,42,-50,-8
0.001,-0.068,0.995,-0.019,0.074,-0.032,-0.1,-3.82,-3.66,42,-49,-8
0.003,-0.064,0.998,-0.005,-0.033,-0.017,-0.1,-3.82,-3.66,42,-49,-7
0.003,-0.065,0.998,-0.006,-0.079,-0.047,-0.1,-3.82,-3.66,42,-49,-7
0.0,-0.066,0.998,-0.034,0.059,-0.002,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.996,0.041,-0.019,-0.063,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.066,0.997,0.027,0.088,-0.032,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.998,-0.065,0.029,0.059,-0.1,-3.83,-3.66,42,-50,-7
0.003,-0.069,0.998,0.028,0.104,0.059,-0.1,-3.83,-3.66,42,-50,-7
0.002,-0.067,0.996,0.01,-0.064,-0.001,-0.1,-3.83,-3.66,42,-50,-7
0.004,-0.066,0.996,0.041,-0.003,-0.017,-0.1,-3.83,-3.66,42,-50,-7
0.002,-0.066,0.996,-0.036,-0.048,0.044,-0.1,-3.83,-3.66,42,-50,-7
0.001,-0.068,0.996,0.028,0.134,-0.002,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.067,0.997,-0.006,-0.064,-0.017,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.066,0.996,0.025,-0.033,0.06,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.994,0.04,-0.08,-0.047,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.067,0.999,0.042,0.043,0.014,-0.1,-3.82,-3.66,42,-50,-8
0.004,-0.066,0.997,-0.019,0.028,-0.002,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.996,0.056,-0.019,0.029,-0.1,-3.82,-3.66,42,-50,-7
0.003,-0.065,0.997,-0.019,0.028,-0.002,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.069,0.996,0.072,-0.019,-0.017,-0.1,-3.82,-3.66,42,-50,-8
0.003,-0.07,0.994,-0.004,0.058,-0.002,-0.11,-3.82,-3.66,42,-50,-8
0.002,-0.066,0.997,0.01,-0.064,-0.047,-0.11,-3.82,-3.66,42,-50,-7
0.003,-0.066,0.995,0.041,-0.034,-0.032,-0.11,-3.82,-3.66,42,-50,-7
0.0,-0.067,0.996,-0.034,0.044,-0.032,-0.11,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.999,0.026,0.012,-0.032,-0.11,-3.82,-3.66,42,-50,-7
0.002,-0.069,0.997,-0.05,0.029,0.029,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.997,-0.035,-0.017,-0.001,-0.11,-3.82,-3.66,42,-50,-7
0.001,-0.064,0.997,0.042,0.073,0.013,-0.11,-3.82,-3.66,42,-50,-7
0.002,-0.065,0.996,0.01,-0.033,0.06,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.066,0.996,0.026,0.028,0.029,-0.11,-3.82,-3.66,42,-50,-7
0.003,-0.069,0.998,0.011,0.013,0.044,-0.11,-3.82,-3.66,42,-50,-8
0.001,-0.066,0.999,0.042,0.058,0.014,-0.11,-3.82,-3.66,42,-50,-7
-0.001,-0.067,0.997,0.01,-0.033,-0.017,-0.11,-3.82,-3.66,42,-49,-7
0.001,-0.067,0.995,-0.004,0.043,0.029,-0.11,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.996,0.011,0.027,-0.048,-0.11,-3.81,-3.66,42,-50,-7
0.001,-0.066,0.996,-0.02,-0.033,-0.032,-0.11,-3.82,-3.66,42,-49,-7
-0.0,-0.064,0.996,-0.004,0.043,-0.032,-0.11,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.998,-0.003,0.105,0.059,-0.11,-3.82,-3.66,42,-49,-8
0.001,-0.066,0.997,0.042,0.027,0.014,-0.11,-3.82,-3.66,42,-50,-7
0.002,-0.068,0.998,-0.034,0.044,-0.017,-0.11,-3.82,-3.66,42,-49,-7
0.004,-0.065,0.998,-0.018,0.105,-0.002,-0.11,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.998,0.026,0.027,-0.002,-0.11,-3.82,-3.66,42,-50,-8
0.005,-0.065,0.995,-0.004,0.058,-0.032,-0.11,-3.82,-3.66,42,-49,-7
0.0,-0.067,0.997,0.026,0.012,0.044,-0.11,-3.82,-3.66,42,-50,-8
0.003,-0.068,0.995,0.102,-0.02,-0.047,-0.11,-3.82,-3.66,42,-50,-8
0.003,-0.066,0.996,-0.036,-0.032,0.06,-0.11,-3.82,-3.66,42,-50,-7
0.001,-0.068,0.997,-0.034,0.059,-0.017,-0.11,-3.82,-3.66,42,-50,-7
0.001,-0.065,0.996,-0.034,0.044,-0.002,-0.11,-3.82,-3.66,42,-50,-8
0.005,-0.067,0.997,0.103,0.011,-0.002,-0.11,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.995,0.058,0.119,0.044,-0.11,-3.82,-3.66,42,-50,-8
0.0,-0.066,0.995,-0.08,0.029,0.014,-0.11,-3.82,-3.66,42,-50,-7
-0.0,-0.066,0.997,-0.019,0.028,0.014,-0.11,-3.82,-3.66,42,-50,-7
-0.0,-0.071,0.998,-0.005,-0.003,-0.032,-0.11,-3.82,-3.66,42,-50,-8
0.002,-0.068,0.997,0.01,-0.018,0.029,-0.11,-3.82,-3.66,42,-50,-8
0.002,-0.065,0.998,-0.004,0.058,-0.048,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.066,0.996,-0.004,0.028,0.029,-0.11,-3.82,-3.66,42,-49,-7
0.003,-0.066,0.996,-0.005,-0.018,-0.001,-0.11,-3.82,-3.66,42,-50,-7
0.003,-0.066,0.996,-0.02,-0.002,0.014,-0.1,-3.82,-3.66,42,-50,-7
0.0,-0.065,0.995,0.009,-0.095,-0.047,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.997,-0.004,0.043,0.059,-0.1,-3.82,-3.66,42,-50,-8
0.004,-0.064,0.993,0.027,0.073,-0.017,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.998,-0.066,-0.032,0.014,-0.1,-3.82,-3.66,42,-49,-7
0.001,-0.067,0.995,0.041,0.012,0.075,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.067,0.996,0.011,0.028,0.075,-0.1,-3.82,-3.66,42,-50,-8
0.001,-0.068,0.997,-0.02,-0.018,-0.032,-0.1,-3.82,-3.66,42,-49,-8
0.004,-0.066,0.997,0.01,-0.018,0.029,-0.1,-3.82,-3.66,42,-49,-7
0.001,-0.069,0.997,0.042,0.027,-0.002,-0.1,-3.82,-3.66,42,-49,-7
0.002,-0.067,0.996,-0.019,0.028,-0.048,-0.1,-3.82,-3.66,42,-49,-7
0.002,-0.068,0.999,-0.081,-0.001,-0.017,-0.1,-3.82,-3.66,42,-50,-7
0.004,-0.065,0.998,0.024,-0.14,0.014,-0.1,-3.82,-3.66,42,-49,-8
0.0,-0.067,0.998,0.088,0.042,0.029,-0.1,-3.82,-3.66,42,-50,-8
0.002,-0.066,0.999,0.026,-0.019,-0.047,-0.1,-3.82,-3.66,42,-50,-8
0.003,-0.067,0.999,-0.006,0.024,0.044,-0.1,-3.82,-3.66,42,-50,-8
0.002,-0.068,0.997,0.055,-0.023,-0.017,-0.1,-3.82,-3.66,42,-50,-8
0.0,-0.067,0.996,-0.02,0.085,0.059,-0.1,-3.82,-3.66,42,-49,-8
0.002,-0.068,0.999,0.024,-0.053,0.029,-0.1,-3.82,-3.66,42,-49,-7
-0.0,-0.066,0.996,-0.052,0.009,0.06,-0.1,-3.82,-3.66,42,-49,-7
0.004,-0.066,0.998,0.024,-0.007,0.044,-0.1,-3.82,-3.66,42,-49,-7
-0.001,-0.067,0.997,0.056,0.083,-0.063,-0.1,-3.82,-3.66,42,-49,-7
0.0,-0.068,0.995,-0.021,0.008,-0.032,-0.1,-3.82,-3.66,42,-50,-7
-0.0,-0.067,0.994,0.024,-0.023,0.075,-0.1,-3.82,-3.66,42,-50,-7
0.002,-0.066,0.997,0.009,-0.022,0.029,-0.1,-3.82,-3.66,42,-50,-7
0.001,-0.067,0.998,0.008,-0.053,-0.001,-0.1,-3.82,-3.66,42,-50,-8
0.0,-0.069,0.998,0.056,0.053,-0.017,-0.11,-3.82,-3.66,42,-49,-7
0.002,-0.067,0.994,-0.02,0.054,0.059,-0.11,-3.82,-3.66,42,-49,-7
