Acceleration(X),Acceleration(Y),Acceleration(Z),Gyroscope(X),Gyroscope(Y),Gyroscope(Z),Euler_Angles(Pitch),Euler_Angles(Roll),Euler_Angles(Yaw),Magnetometer(X),Magnetometer(Y),Magnetometer(Z)
0.017,-0.027,1.001,0.014,0.036,-0.109,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.028,0.999,0.182,0.003,0.075,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.026,1.0,0.076,0.035,-0.017,-0.9,-1.54,-0.02,32,-38,-17
0.013,-0.03,1.0,-0.092,0.053,-0.002,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.027,1.0,-0.153,0.069,-0.002,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.026,0.998,0.106,0.05,-0.017,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.028,0.999,0.044,-0.056,-0.017,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.025,0.999,-0.048,-0.054,0.075,-0.9,-1.54,-0.02,32,-38,-17
0.017,-0.026,1.0,-0.016,0.037,0.044,-0.9,-1.54,-0.02,32,-38,-16
0.015,-0.026,1.0,0.075,-0.011,-0.032,-0.9,-1.54,-0.02,32,-38,-17
0.018,-0.027,0.998,0.106,0.019,-0.002,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.029,0.996,0.06,-0.011,-0.032,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.026,1.0,-0.016,0.021,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.03,1.0,0.013,-0.04,0.014,-0.9,-1.53,-0.02,32,-38,-17
0.013,-0.028,0.999,-0.003,-0.086,-0.001,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.027,0.999,0.058,-0.087,-0.017,-0.9,-1.53,-0.02,33,-38,-17
0.015,-0.028,0.997,-0.003,-0.101,0.029,-0.9,-1.53,-0.02,32,-38,-17
0.014,-0.024,0.999,-0.046,0.052,-0.033,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.028,1.001,0.028,-0.086,-0.047,-0.9,-1.53,-0.02,32,-38,-17
0.014,-0.025,0.999,0.045,0.005,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.027,0.997,-0.046,0.083,-0.048,-0.9,-1.53,-0.02,32,-37,-17
0.017,-0.025,0.999,-0.048,-0.069,0.105,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.028,0.998,-0.033,-0.07,0.014,-0.9,-1.53,-0.02,33,-38,-17
0.016,-0.028,0.999,-0.017,-0.009,0.013,-0.9,-1.53,-0.02,33,-38,-17
0.015,-0.029,0.999,0.075,0.02,-0.032,-0.9,-1.53,-0.02,33,-38,-17
0.015,-0.023,0.998,-0.032,0.022,0.029,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.027,1.0,-0.003,-0.086,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.027,0.999,-0.002,-0.04,0.029,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.025,0.998,-0.001,0.006,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.019,-0.027,0.999,0.029,-0.009,0.09,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.027,1.0,0.029,-0.01,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.025,1.0,-0.016,0.037,0.013,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.026,0.999,0.045,0.021,0.059,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.026,0.997,-0.0,0.067,-0.017,-0.9,-1.53,-0.02,32,-38,-17
0.014,-0.026,0.996,-0.031,0.083,0.059,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.025,0.998,-0.034,-0.162,0.014,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.027,1.001,-0.015,0.082,-0.017,-0.9,-1.53,-0.02,33,-38,-17
0.018,-0.025,0.999,0.058,-0.087,-0.017,-0.9,-1.53,-0.02,33,-38,-17
0.018,-0.028,0.999,-0.017,-0.04,-0.048,-0.9,-1.53,-0.02,33,-38,-17
0.016,-0.029,0.998,-0.062,0.022,0.029,-0.9,-1.53,-0.02,33,-38,-17
0.015,-0.025,0.998,0.12,-0.042,-0.109,-0.91,-1.53,-0.02,33,-38,-17
0.017,-0.027,0.998,0.046,0.097,0.028,-0.91,-1.53,-0.02,32,-38,-17
0.019,-0.025,0.998,-0.034,-0.162,-0.016,-0.91,-1.53,-0.02,32,-38,-17
0.017,-0.026,0.999,-0.015,0.082,-0.017,-0.91,-1.53,-0.02,32,-38,-17
0.015,-0.028,1.001,0.014,0.021,0.029,-0.91,-1.53,-0.02,33,-38,-17
0.015,-0.026,0.998,0.105,-0.057,0.029,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.027,1.0,-0.031,0.083,-0.033,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.029,1.0,-0.033,-0.085,-0.032,-0.91,-1.53,-0.02,33,-38,-17
0.017,-0.027,0.998,-0.017,-0.009,-0.002,-0.91,-1.53,-0.02,33,-38,-17
0.016,-0.026,1.0,0.045,0.066,-0.002,-0.91,-1.53,-0.02,33,-38,-17
0.016,-0.029,0.998,0.06,0.005,-0.032,-0.91,-1.53,-0.02,33,-38,-17
0.015,-0.028,0.997,-0.018,-0.07,0.044,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.028,0.999,-0.076,0.129,-0.018,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.026,0.999,0.057,-0.163,0.029,-0.91,-1.53,-0.02,32,-38,-17
0.014,-0.025,1.0,0.076,0.066,-0.002,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.027,0.999,-0.033,-0.055,-0.017,-0.91,-1.53,-0.02,32,-38,-17
0.015,-0.028,1.0,-0.095,-0.114,0.09,-0.91,-1.53,-0.02,32,-38,-17
0.015,-0.027,0.997,0.015,0.067,0.013,-0.91,-1.53,-0.02,33,-38,-17
0.016,-0.027,0.999,0.196,-0.058,-0.032,-0.91,-1.53,-0.02,32,-38,-17
0.018,-0.026,1.0,0.118,-0.164,-0.032,-0.91,-1.53,-0.02,32,-38,-17
0.015,-0.027,1.001,-0.139,-0.007,0.029,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.027,1.001,-0.047,-0.009,0.029,-0.91,-1.53,-0.02,32,-38,-17
0.017,-0.027,1.0,0.045,0.02,0.013,-0.91,-1.53,-0.02,32,-38,-17
0.018,-0.028,1.0,0.059,-0.071,-0.001,-0.91,-1.53,-0.02,32,-38,-17
0.018,-0.025,0.999,-0.075,0.159,-0.048,-0.91,-1.53,-0.02,33,-38,-17
0.016,-0.025,1.001,-0.108,0.038,0.029,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.029,1.0,-0.001,0.006,-0.002,-0.91,-1.53,-0.02,32,-38,-17
0.018,-0.026,0.999,0.06,-0.011,-0.063,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.026,0.997,-0.0,0.067,-0.048,-0.91,-1.53,-0.02,32,-38,-17
0.015,-0.029,0.997,-0.123,0.008,0.044,-0.91,-1.53,-0.02,32,-38,-17
0.015,-0.027,0.999,-0.077,0.038,0.029,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.027,1.0,0.181,-0.027,0.029,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.024,0.998,0.077,0.127,0.013,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.026,0.999,-0.079,-0.084,0.06,-0.91,-1.54,-0.02,33,-38,-17
0.014,-0.029,0.997,-0.018,-0.055,0.014,-0.91,-1.54,-0.02,33,-38,-17
0.016,-0.026,1.0,0.075,0.02,-0.002,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.027,0.999,0.091,0.05,-0.002,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.029,0.997,0.029,0.005,-0.002,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.028,0.996,-0.17,-0.007,0.059,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.028,0.998,-0.063,-0.054,-0.032,-0.91,-1.53,-0.02,33,-38,-17
0.016,-0.027,1.0,0.149,-0.134,-0.062,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.027,0.998,0.167,0.034,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.026,0.997,-0.019,0.085,-0.032,-0.91,-1.53,-0.02,32,-38,-17
0.017,-0.029,0.996,-0.084,-0.143,0.076,-0.9,-1.53,-0.02,32,-38,-17
0.014,-0.026,1.0,-0.037,-0.083,-0.046,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.026,0.999,0.101,-0.054,-0.001,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.024,0.999,0.071,-0.008,-0.031,-0.91,-1.53,-0.02,32,-38,-17
0.017,-0.028,0.997,-0.128,-0.035,-0.001,-0.9,-1.53,-0.02,32,-37,-17
0.014,-0.028,0.998,-0.067,-0.036,-0.031,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.027,1.001,0.071,-0.008,-0.093,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.026,0.999,0.1,-0.115,-0.031,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.025,0.997,-0.067,-0.021,-0.016,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.025,1.0,-0.159,-0.05,0.076,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.023,0.998,0.039,-0.084,-0.092,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.026,0.999,0.102,0.022,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.014,-0.028,0.999,-0.02,0.009,-0.001,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.028,0.998,-0.142,0.026,0.045,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.026,0.999,-0.113,-0.051,-0.062,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.028,1.0,0.101,-0.084,0.076,-0.9,-1.53,-0.02,33,-38,-17
0.016,-0.026,0.997,0.057,0.069,-0.001,-0.9,-1.53,-0.02,33,-38,-17
0.015,-0.026,0.999,-0.125,0.133,0.044,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.026,0.998,-0.128,-0.066,-0.047,-0.9,-1.53,-0.02,32,-38,-16
0.016,-0.027,1.002,-0.035,0.039,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.028,0.997,0.101,-0.085,-0.031,-0.9,-1.53,-0.02,32,-38,-17
0.014,-0.029,0.998,0.026,0.008,-0.016,-0.9,-1.53,-0.02,32,-38,-16
0.017,-0.029,1.0,-0.141,0.072,0.014,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.028,1.001,-0.02,0.009,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.024,0.998,0.101,-0.039,-0.062,-0.9,-1.53,-0.02,32,-38,-16
0.017,-0.029,0.999,0.055,-0.038,0.045,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.027,0.997,-0.11,0.102,0.014,-0.9,-1.54,-0.02,33,-38,-17
0.016,-0.026,0.998,-0.082,-0.051,-0.016,-0.9,-1.54,-0.02,32,-38,-17
0.014,-0.025,0.999,-0.02,0.039,-0.062,-0.9,-1.53,-0.02,32,-38,-17
0.018,-0.025,1.0,0.026,0.054,-0.047,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.028,0.997,0.055,-0.038,0.014,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.027,0.999,-0.036,-0.006,0.075,-0.9,-1.54,-0.02,33,-38,-16
0.017,-0.029,0.999,0.025,-0.038,-0.031,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.027,1.002,0.132,-0.055,-0.016,-0.9,-1.54,-0.02,32,-38,-17
0.017,-0.026,0.998,-0.004,0.055,0.06,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.027,0.998,0.026,0.038,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.016,-0.028,0.999,0.011,0.054,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.015,-0.025,0.999,0.026,0.039,-0.016,-0.9,-1.54,-0.02,32,-38,-17
0.012,-0.028,0.999,-0.018,0.131,0.06,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.028,0.998,-0.036,-0.021,0.014,-0.9,-1.53,-0.02,33,-38,-17
0.016,-0.027,0.998,0.057,0.069,0.014,-0.9,-1.53,-0.02,33,-38,-17
0.017,-0.027,0.996,0.073,0.114,0.029,-0.9,-1.53,-0.02,33,-38,-17
0.017,-0.025,0.999,0.01,0.008,-0.062,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.026,0.997,-0.142,0.011,0.06,-0.91,-1.53,-0.02,33,-38,-17
0.018,-0.029,0.999,-0.036,-0.052,-0.016,-0.9,-1.53,-0.02,32,-38,-17
0.017,-0.029,0.999,-0.02,0.055,0.029,-0.91,-1.53,-0.02,33,-38,-17
0.019,-0.027,1.002,-0.035,0.024,-0.032,-0.9,-1.53,-0.02,32,-38,-17
0.014,-0.029,0.997,0.012,0.085,0.029,-0.9,-1.53,-0.02,32,-38,-17
0.014,-0.027,0.999,0.01,-0.022,-0.047,-0.9,-1.53,-0.02,33,-38,-17
0.016,-0.028,1.0,-0.019,0.085,-0.032,-0.91,-1.53,-0.02,32,-38,-17
0.015,-0.028,0.998,-0.005,0.009,0.045,-0.91,-1.53,-0.02,33,-38,-17
0.016,-0.025,0.999,0.043,0.115,-0.001,-0.91,-1.53,-0.02,33,-38,-17
0.017,-0.026,0.999,0.04,-0.038,0.06,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.029,0.999,-0.001,0.113,-0.047,-0.91,-1.53,-0.02,32,-38,-17
0.015,-0.024,0.999,-0.018,0.037,0.014,-0.91,-1.53,-0.02,32,-38,-17
0.014,-0.028,1.0,-0.066,-0.085,0.045,-0.91,-1.53,-0.02,32,-38,-17
0.015,-0.026,0.997,0.042,-0.056,0.015,-0.91,-1.53,-0.02,32,-38,-17
0.016,-0.026,0.998,-0.004,-0.024,0.03,-0.91,-1.53,-0.02,32,-38,-17
0.017,-0.027,0.998,0.103,-0.042,-0.062,-0.91,-1.53,-0.02,32,-38,-17
0.017,-0.028,0.998,-0.02,-0.086,-0.031,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.026,0.999,-0.033,0.067,-0.001,-0.91,-1.54,-0.02,32,-38,-17
0.013,-0.028,0.996,-0.095,-0.023,0.03,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.025,0.999,0.042,-0.056,0.015,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.024,1.001,0.09,0.081,0.014,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.026,0.999,0.043,0.021,0.014,-0.91,-1.54,-0.02,33,-38,-17
0.018,-0.029,0.998,-0.02,-0.101,-0.031,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.027,0.998,-0.004,-0.055,-0.046,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.025,0.998,-0.033,0.022,-0.001,-0.91,-1.54,-0.02,32,-38,-17
0.018,-0.026,1.0,0.087,-0.072,-0.016,-0.91,-1.54,-0.02,32,-38,-17
0.014,-0.024,0.997,-0.033,0.022,-0.016,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.027,0.998,-0.064,-0.009,-0.031,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.027,1.0,0.057,-0.056,0.061,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.026,0.999,0.089,0.019,-0.062,-0.91,-1.54,-0.02,32,-38,-17
0.018,-0.027,0.996,-0.034,-0.024,-0.031,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.025,0.998,-0.079,0.007,-0.001,-0.91,-1.54,-0.02,32,-38,-17
0.013,-0.027,0.998,-0.05,-0.085,-0.016,-0.91,-1.55,-0.02,32,-38,-17
0.016,-0.026,0.998,0.12,0.08,-0.047,-0.91,-1.55,-0.02,32,-38,-17
0.017,-0.025,1.001,0.073,-0.026,-0.001,-0.91,-1.55,-0.02,32,-38,-17
0.015,-0.028,0.998,0.028,0.036,-0.016,-0.91,-1.55,-0.02,32,-38,-17
0.019,-0.03,1.002,-0.173,-0.129,0.03,-0.91,-1.55,-0.02,33,-38,-17
0.015,-0.025,0.999,0.073,-0.011,-0.001,-0.91,-1.55,-0.02,32,-38,-17
0.015,-0.025,1.0,0.21,-0.044,-0.077,-0.91,-1.55,-0.02,33,-38,-17
0.015,-0.027,0.998,-0.047,0.113,-0.047,-0.91,-1.55,-0.02,32,-38,-17
0.016,-0.027,0.997,-0.219,-0.097,0.091,-0.91,-1.55,-0.02,32,-38,-17
0.016,-0.03,0.999,0.012,0.021,0.014,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.027,0.997,0.104,0.05,-0.016,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.027,1.0,0.134,-0.012,-0.016,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.029,1.0,-0.08,-0.024,-0.031,-0.91,-1.54,-0.02,32,-37,-17
0.016,-0.03,0.997,-0.125,0.039,0.03,-0.91,-1.54,-0.02,32,-38,-17
0.014,-0.028,0.997,0.089,0.02,0.03,-0.91,-1.54,-0.02,32,-37,-17
0.015,-0.027,0.997,0.089,0.05,-0.077,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.024,0.997,-0.064,0.007,0.03,-0.9,-1.54,-0.02,33,-38,-17
0.015,-0.026,1.0,-0.049,0.007,-0.001,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.027,1.0,-0.018,0.006,0.03,-0.9,-1.54,-0.02,32,-38,-17
0.017,-0.024,0.998,0.074,0.081,0.06,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.024,0.999,0.01,-0.101,-0.046,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.027,0.998,-0.126,-0.008,-0.062,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.026,0.999,-0.08,-0.023,0.03,-0.91,-1.55,-0.02,32,-38,-17
0.017,-0.027,0.995,0.029,0.082,-0.001,-0.91,-1.55,-0.02,33,-37,-17
0.015,-0.027,1.001,0.135,0.02,0.031,-0.9,-1.54,-0.02,33,-38,-17
0.015,-0.024,1.0,-0.016,0.083,0.015,-0.91,-1.54,-0.02,33,-38,-17
0.016,-0.026,0.998,-0.11,-0.053,0.031,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.026,0.999,-0.002,-0.009,0.031,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.027,0.998,0.015,0.098,0.0,-0.9,-1.54,-0.02,32,-38,-17
0.014,-0.027,0.998,0.044,0.021,0.0,-0.9,-1.54,-0.02,32,-38,-17
0.018,-0.027,0.997,-0.078,0.023,0.016,-0.9,-1.54,-0.02,32,-38,-17
0.017,-0.026,0.999,-0.077,0.099,0.031,-0.9,-1.54,-0.02,32,-38,-17
0.017,-0.024,1.0,0.074,-0.01,0.016,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.025,0.998,0.015,0.128,-0.0,-0.91,-1.54,-0.02,32,-38,-18
0.016,-0.03,0.999,0.028,0.006,0.016,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.026,0.999,-0.033,-0.008,0.031,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.027,0.998,-0.004,-0.085,-0.06,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.025,1.002,0.058,-0.025,-0.03,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.025,0.999,0.014,0.037,0.016,-0.91,-1.54,-0.02,32,-38,-16
0.016,-0.026,0.998,-0.048,0.022,-0.015,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.027,0.998,0.027,-0.07,0.093,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.025,0.999,0.137,0.096,0.061,-0.91,-1.54,-0.02,32,-38,-17
0.016,-0.028,0.999,0.059,0.036,-0.107,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.027,0.998,-0.109,0.039,-0.015,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.024,1.002,-0.093,0.084,0.015,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.026,0.997,0.027,-0.055,0.001,-0.91,-1.54,-0.02,32,-37,-17
0.016,-0.024,0.998,0.12,-0.026,-0.03,-0.91,-1.54,-0.02,32,-38,-17
0.013,-0.027,0.999,-0.048,0.007,-0.045,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.03,0.998,-0.123,0.1,0.0,-0.9,-1.54,-0.02,33,-38,-17
0.015,-0.027,0.998,0.013,0.006,0.031,-0.9,-1.54,-0.02,32,-38,-17
0.017,-0.025,0.998,0.043,-0.055,0.016,-0.91,-1.54,-0.02,32,-38,-17
0.017,-0.026,1.0,-0.002,0.022,-0.015,-0.9,-1.54,-0.02,33,-38,-17
0.015,-0.03,1.0,-0.001,0.068,0.031,-0.9,-1.54,-0.02,32,-38,-17
0.014,-0.026,0.997,-0.08,-0.053,0.016,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.028,1.001,0.031,0.159,-0.031,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.026,0.999,0.015,0.143,-0.061,-0.9,-1.54,-0.02,32,-38,-17
0.014,-0.028,0.997,0.013,-0.009,0.031,-0.9,-1.54,-0.02,33,-38,-17
0.016,-0.025,0.997,-0.11,-0.022,0.001,-0.91,-1.54,-0.02,32,-38,-17
0.015,-0.027,0.996,-0.018,-0.054,-0.03,-0.91,-1.54,-0.02,33,-38,-17
0.016,-0.027,0.999,0.06,0.067,0.061,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.027,0.998,-0.002,0.007,0.046,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.027,0.997,-0.017,0.007,0.016,-0.9,-1.54,-0.02,32,-38,-17
0.017,-0.026,1.0,-0.002,0.022,-0.03,-0.9,-1.54,-0.02,32,-38,-17
0.017,-0.026,0.996,0.014,0.082,-0.046,-0.9,-1.54,-0.02,33,-38,-17
0.017,-0.026,1.0,-0.002,-0.009,-0.015,-0.9,-1.54,-0.02,33,-38,-17
0.016,-0.026,0.998,-0.018,-0.009,-0.061,-0.9,-1.54,-0.02,33,-38,-17
0.019,-0.029,0.998,0.012,-0.055,0.001,-0.9,-1.54,-0.02,33,-38,-17
0.014,-0.026,0.999,0.058,-0.025,-0.015,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.028,0.998,0.028,0.006,0.062,-0.9,-1.54,-0.02,33,-38,-17
0.016,-0.026,0.999,0.013,0.006,0.031,-0.9,-1.54,-0.02,32,-38,-17
0.017,-0.027,0.998,-0.003,-0.07,-0.03,-0.9,-1.54,-0.02,32,-38,-17
0.015,-0.026,1.0,0.089,-0.01,-0.03,-0.9,-1.54,-0.02,32,-38,-17
0.014,-0.027,1.0,0.014,0.067,-0.076,-0.9,-1.54,-0.02,32,-38,-17
0.016,-0.027,1.0,-0.065,-0.114,0.032,-0.91,-1.54,-0.02,32,-38,-17
